totalLogLikelihoodDensity residualTermL1 residualTermH1 noiseNormalizationTermL1 noiseNormalizationTermH1 totalLogPriorDensity H1NoiseLogPriorDensity L1NoiseLogPriorDensity gwLogPriorDensity gwExtrinsicLogPriorDensityTracker gwEllipticalWaveletLogPriorDensity
826416.2412359589 -11193.5826462645 -11150.94602469629 424776.9932917256 423983.7766151941 642.9225304152528 0 0 642.9225304152528 -6.206778379787981 649.1293087950409
826414.2187858786 -11197.14712268622 -11149.40399835487 424776.9932917256 423983.7766151941 643.1589376867773 0 0 643.1589376867773 -6.206778379787981 649.3657160665654
826415.5680088629 -11192.59619310673 -11152.60570495011 424776.9932917256 423983.7766151941 642.6952954967943 0 0 642.6952954967943 -6.206778379787981 648.9020738765823
826414.8846369353 -11192.25318784027 -11153.63208214411 424776.9932917256 423983.7766151941 642.2759643161422 0 0 642.2759643161422 -6.206778379787981 648.4827426959303
826419.3509506634 -11187.06436584809 -11154.35459040822 424776.9932917256 423983.7766151941 641.6458939528256 0 0 641.6458939528256 -6.206778379787981 647.8526723326137
826423.4474573759 -11185.94013569434 -11151.38231384935 424776.9932917256 423983.7766151941 642.5543782523856 0 0 642.5543782523856 -6.206778379787981 648.7611566321737
826422.948913082 -11186.35960199397 -11151.46139184373 424776.9932917256 423983.7766151941 642.4458277748485 0 0 642.4458277748485 -6.206778379787981 648.6526061546365
826421.7024231213 -11187.09004585066 -11151.97743794779 424776.9932917256 423983.7766151941 642.092202033881 0 0 642.092202033881 -6.206778379787981 648.298980413669
826417.0331893926 -11193.03917589702 -11150.69754163001 424776.9932917256 423983.7766151941 642.3823899842278 0 0 642.3823899842278 -6.206778379787981 648.5891683640158
826419.4820848375 -11189.54142585178 -11151.74639623045 424776.9932917256 423983.7766151941 642.278586756296 0 0 642.278586756296 -6.206778379787981 648.4853651360841
826421.7826090397 -11189.92582614634 -11149.06147173366 424776.9932917256 423983.7766151941 641.7540788963352 0 0 641.7540788963352 -6.206778379787981 647.9608572761232
826419.9955016202 -11193.49804189485 -11147.27636340461 424776.9932917256 423983.7766151941 642.5236024462724 0 0 642.5236024462724 -6.206778379787981 648.7303808260605
826422.0170233453 -11192.49384494229 -11146.25903863206 424776.9932917256 423983.7766151941 642.4192060152985 0 0 642.4192060152985 -6.206778379787981 648.6259843950866
826429.5173146199 -11186.10098245844 -11145.15160984142 424776.9932917256 423983.7766151941 641.3169567650814 0 0 641.3169567650814 -6.206778379787981 647.5237351448694
826432.1652448206 -11185.24379506051 -11143.36086703851 424776.9932917256 423983.7766151941 641.4359367240835 0 0 641.4359367240835 -6.206778379787981 647.6427151038715
