temperature_0 temperature_1 temperature_2 temperature_3 temperature_4 temperature_5 temperature_6 temperature_7 temperature_8 temperature_9 temperature_10 temperature_11 temperature_12 temperature_13 temperature_14 temperature_15 temperature_16 temperature_17 temperature_18 temperature_19 accepted_hotter_swap_0 accepted_hotter_swap_1 accepted_hotter_swap_2 accepted_hotter_swap_3 accepted_hotter_swap_4 accepted_hotter_swap_5 accepted_hotter_swap_6 accepted_hotter_swap_7 accepted_hotter_swap_8 accepted_hotter_swap_9 accepted_hotter_swap_10 accepted_hotter_swap_11 accepted_hotter_swap_12 accepted_hotter_swap_13 accepted_hotter_swap_14 accepted_hotter_swap_15 accepted_hotter_swap_16 accepted_hotter_swap_17 accepted_hotter_swap_18 accepted_hotter_swap_19 acceptance_ratio_0 acceptance_ratio_1 acceptance_ratio_2 acceptance_ratio_3 acceptance_ratio_4 acceptance_ratio_5 acceptance_ratio_6 acceptance_ratio_7 acceptance_ratio_8 acceptance_ratio_9 acceptance_ratio_10 acceptance_ratio_11 acceptance_ratio_12 acceptance_ratio_13 acceptance_ratio_14 acceptance_ratio_15 acceptance_ratio_16 acceptance_ratio_17 acceptance_ratio_18 acceptance_ratio_19 
1 1.0623 1.3458 1.72044 2.28074 3.13442 4.161 5.92663 7.60161 9.11303 10.6967 12.5726 18.7946 68.9782 319.626 1107.24 3451.49 10027.5 31740.3 1e+06 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 0.1362351611079706 0.08988128886376484 0.05596382136800452 0.03900508762012436 0.04465799886941775 0.04352741661955907 0.06613906161673262 0.06274731486715658 0.0570944036178632 0.0966647823629169 0.143583945732052 0.2673827020915772 0.4171848501978519 0.5262860373092142 0.5986433013001696 0.6596947427925381 0.7162238552854721 0.7665347654041832 0.8417184850197852 0 
1 1.06263 1.34462 1.72127 2.28157 3.13526 4.15636 5.93145 7.60643 9.11785 10.7016 12.5774 18.7995 68.7154 320.707 1104.12 3448.37 10059.7 31656.6 1e+06 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0 0.1367231638418079 0.08983050847457627 0.05649717514124294 0.03898305084745763 0.04463276836158192 0.04350282485875706 0.06666666666666667 0.06271186440677966 0.05706214689265537 0.09661016949152543 0.1435028248587571 0.2672316384180791 0.4169491525423729 0.5265536723163842 0.5983050847457627 0.6598870056497175 0.7163841807909604 0.7661016949152543 0.8418079096045198 0 
1 1.06297 1.34496 1.72161 2.28191 3.13559 4.1567 5.93178 7.60677 9.11819 10.6934 12.5794 18.8014 68.4513 321.793 1105.2 3436.96 10048.2 31761 1e+06 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0.137210615471485 0.08977978543195934 0.05646527385657821 0.03896103896103896 0.04460756634669678 0.04347826086956522 0.06662902315076229 0.06267645398080181 0.05702992659514398 0.09655561829474874 0.1439864483342744 0.2670807453416149 0.4167137210615471 0.5268210050818747 0.5979672501411631 0.6595143986448334 0.7165443252399775 0.7662337662337663 0.8413325804630153 0 
1 1.0633 1.3453 1.72194 2.28224 3.13593 4.15703 5.93212 7.60711 9.11852 10.6854 12.5814 18.8035 68.4533 321.795 1101.03 3432.79 10079.5 31676.5 1e+06 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0.1376975169300226 0.08972911963882618 0.0564334085778781 0.03893905191873589 0.0445823927765237 0.04345372460496614 0.06659142212189616 0.06264108352144469 0.05699774266365688 0.09650112866817155 0.1444695259593679 0.2669300225733635 0.4164785553047404 0.5265237020316027 0.5976297968397292 0.659706546275395 0.7167042889390519 0.7658013544018059 0.8414221218961625 0 
1 1.06364 1.34563 1.72228 2.28258 3.13627 4.15737 5.93246 7.60744 9.11886 10.6857 12.5818 18.8038 68.1893 322.887 1097.97 3429.73 10112 31594 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0.1381838691483362 0.08967851099830795 0.05640157924421884 0.038917089678511 0.04455724760293289 0.04342921601804851 0.06655386350817823 0.06260575296108291 0.05696559503666103 0.09644670050761421 0.1443880428652002 0.2667794698251551 0.4162436548223351 0.526790750141004 0.5972927241962775 0.6598984771573604 0.7168640721940215 0.7653694303440496 0.841511562323745 0 
1 1.06364 1.34563 1.72228 2.28258 3.13627 4.15737 5.93246 7.60744 9.11886 10.6857 12.5818 18.8038 68.1893 321.532 1100.77 3420.11 10138.1 31505.9 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0.1381059751972943 0.08962795941375423 0.05636978579481398 0.03889515219842165 0.04453213077790304 0.04340473506200677 0.0665163472378805 0.06257046223224352 0.05693348365276212 0.0963923337091319 0.1443066516347238 0.2666290868094701 0.4160090191657272 0.5264937993235626 0.5975197294250282 0.6595264937993236 0.7170236753100339 0.7649379932356257 0.8416009019165727 0 
1 1.06398 1.34448 1.72314 2.28344 3.13712 4.15823 5.93331 7.6083 9.11972 10.6866 12.5725 18.8278 68.2133 321.556 1100.79 3420.14 10102.4 31470.1 1e+06 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0.1385915492957746 0.08957746478873239 0.05690140845070422 0.03887323943661972 0.04450704225352112 0.04338028169014085 0.06647887323943662 0.06253521126760564 0.05690140845070422 0.09633802816901409 0.1442253521126761 0.2670422535211268 0.4157746478873239 0.5261971830985915 0.5971830985915493 0.6591549295774648 0.7166197183098592 0.7650704225352113 0.8416901408450704 0 
1 1.06433 1.34333 1.72401 2.28431 3.138 4.1591 5.93419 7.60027 9.11976 10.6866 12.5625 18.8513 68.2368 320.233 1103.63 3422.98 10069.7 31437.5 1e+06 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0.1390765765765766 0.08952702702702703 0.05743243243243244 0.03885135135135135 0.04448198198198198 0.04335585585585586 0.06644144144144144 0.0625 0.05743243243243244 0.09628378378378379 0.1441441441441441 0.267454954954955 0.4155405405405405 0.5259009009009009 0.5974099099099099 0.6587837837837838 0.7162162162162162 0.7652027027027027 0.8417792792792793 0 
1 1.06467 1.34367 1.72436 2.28466 3.13834 4.15944 5.93453 7.59176 9.11937 10.6862 12.5522 18.8745 68.26 318.917 1102.31 3421.66 10068.4 31436.1 1e+06 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 1 0 0.1395610579628588 0.08947664603263927 0.0574001125492403 0.03882948790095667 0.04445694991558807 0.04333145751266179 0.06640405177265053 0.06246482836240855 0.05796285875070344 0.09622960045019696 0.1440630275745639 0.2678671918964547 0.4153066966797974 0.5256049521665729 0.5976364659538548 0.658975801913337 0.7163759144625774 0.7653348339898706 0.8418683173888576 0 
1 1.06501 1.34253 1.72525 2.28555 3.13924 4.16034 5.93543 7.58386 9.11962 10.6865 12.5425 18.8986 68.0218 320.017 1099.25 3418.6 10065.4 31547.2 1e+06 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 1 1 0 0 0.140044994375703 0.08942632170978627 0.05793025871766029 0.03880764904386952 0.04443194600674916 0.04330708661417323 0.06636670416197975 0.06242969628796401 0.05849268841394826 0.09617547806524185 0.1439820022497188 0.2682789651293588 0.4150731158605174 0.5258717660292463 0.5973003374578177 0.6591676040494938 0.7165354330708661 0.765466816647919 0.8413948256467941 0 
1 1.06501 1.34106 1.72582 2.28612 3.13981 4.16091 5.936 7.57567 9.11964 10.6865 12.5425 18.8986 68.0219 318.679 1097.92 3429.64 10076.4 31444.2 1e+06 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0.1399662731871838 0.08937605396290051 0.05845980888139404 0.0387858347386172 0.04440697020798201 0.04328274311410905 0.06632939853850478 0.06239460370994941 0.05902192242833052 0.09612141652613827 0.1439010680157392 0.2681281618887015 0.4148397976391231 0.5255761663856099 0.5975267003934794 0.6593591905564924 0.716132658797077 0.7650365373805509 0.8414839797639123 0 
1 1.06536 1.34141 1.72617 2.28647 3.14015 4.16126 5.93635 7.57602 9.11998 10.6869 12.5429 18.899 68.0222 317.35 1100.74 3420.1 10066.9 31434.6 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0.1404494382022472 0.08932584269662922 0.05842696629213483 0.03876404494382023 0.04438202247191012 0.04325842696629213 0.06629213483146068 0.06235955056179775 0.05898876404494382 0.09606741573033707 0.1438202247191011 0.2679775280898876 0.4146067415730337 0.5252808988764045 0.597752808988764 0.6589887640449438 0.7162921348314607 0.7651685393258427 0.8415730337078652 0 
1 1.06571 1.34176 1.72652 2.28682 3.1405 4.1616 5.93669 7.57637 9.12033 10.6872 12.5432 18.8993 67.7621 317.09 1100.48 3419.84 10066.6 31434.4 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0.1409320606400898 0.0892756878158338 0.0583941605839416 0.03874227961819203 0.04435710275126333 0.04323413812464907 0.06625491297024144 0.06232453677709152 0.05895564289724874 0.09601347557551937 0.1437394722066255 0.2678270634475014 0.4143739472206626 0.5255474452554745 0.5979786636720943 0.6591802358225716 0.7164514317798989 0.7653003930376193 0.8416619876473891 0 
1 1.06606 1.34064 1.72745 2.28775 3.14144 4.16254 5.93763 7.57731 9.12127 10.6881 12.5343 18.9243 67.5281 318.184 1097.43 3429.14 10075.9 31330.4 1e+06 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0.1414141414141414 0.08922558922558922 0.05892255892255892 0.03872053872053872 0.04433221099887766 0.04320987654320987 0.06621773288439955 0.06228956228956229 0.05892255892255892 0.09595959595959595 0.143658810325477 0.2682379349046016 0.4141414141414141 0.5258136924803591 0.5976430976430976 0.6593714927048261 0.7160493827160493 0.7648709315375982 0.8417508417508418 0 
1 1.06641 1.33954 1.72841 2.28871 3.14239 4.1635 5.93859 7.56958 9.12176 10.6886 12.5251 18.949 67.5529 318.209 1093.32 3425.04 10107.2 31249.2 1e+06 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0.1418956814357824 0.08917554683118339 0.05945036455412227 0.03869882220975884 0.0443073471676949 0.04318564217610768 0.06618059450364554 0.06225462703309029 0.05945036455412227 0.09590577678070668 0.1435782389231632 0.2686483454851374 0.4139091418956815 0.5255187885586091 0.5973079080201907 0.659562535053281 0.7162086371284352 0.7644419517666854 0.8418395961862031 0 
1 1.06676 1.33845 1.72939 2.28969 3.14337 4.16448 5.93956 7.56192 9.12237 10.6892 12.5257 18.9496 67.5535 318.21 1089.22 3433.34 10080.1 31334.6 1e+06 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0.1423766816143498 0.08912556053811659 0.05997757847533632 0.03867713004484305 0.04428251121076233 0.04316143497757848 0.06614349775784753 0.06221973094170404 0.05997757847533632 0.09585201793721973 0.1434977578475336 0.2684977578475337 0.413677130044843 0.5252242152466368 0.5969730941704036 0.6597533632286996 0.7158071748878924 0.7645739910313901 0.8413677130044843 0 
1 1.06676 1.33845 1.72939 2.28969 3.14337 4.16448 5.93956 7.55334 9.12208 10.689 12.5157 18.9738 67.5776 316.908 1092.02 3423.74 10105.9 31247.9 1e+06 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0.142296918767507 0.08907563025210084 0.05994397759103642 0.03865546218487395 0.0442577030812325 0.04313725490196078 0.06610644257703081 0.06218487394957983 0.06050420168067227 0.0957983193277311 0.1434173669467787 0.2689075630252101 0.4134453781512605 0.5249299719887955 0.5971988795518207 0.6593837535014005 0.7159663865546219 0.7641456582633053 0.8414565826330532 0 
1 1.06712 1.3388 1.72767 2.29095 3.14464 4.16574 5.94083 7.5546 9.12335 10.6902 12.5073 18.9997 67.3465 316.676 1095.91 3427.63 10074.4 31328.9 1e+06 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0.1427771556550952 0.08902575587905935 0.05991041433370661 0.03919372900335946 0.04423292273236282 0.04311310190369541 0.06606942889137737 0.06215005599104143 0.06047032474804032 0.09574468085106383 0.1433370660694289 0.2693169092945129 0.4132138857782755 0.5251959686450168 0.5974244120940649 0.6590145576707727 0.7155655095184771 0.7642777155655095 0.8409854423292273 0 
1 1.06748 1.33916 1.72598 2.29225 3.14593 4.16704 5.94213 7.5559 9.12464 10.6915 12.5086 19.001 67.0923 317.747 1096.98 3428.7 10040.4 31294.8 1e+06 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0.1432568550643537 0.0889759373251259 0.05987688864017907 0.03973139339675433 0.04420817011751539 0.04308897593732513 0.06603245663122552 0.0621152770005596 0.0604364857302742 0.09569110240626749 0.1432568550643537 0.2691662003357583 0.412982652490207 0.5254616675993284 0.5970900951315053 0.6586457750419697 0.7151650811415781 0.7644096250699496 0.8410744264129827 0 
1 1.06783 1.33952 1.72633 2.29261 3.14629 4.1674 5.94248 7.55626 9.125 10.6919 12.5089 19.0014 67.0927 317.747 1096.98 3416.38 10028.1 31282.5 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0.1437360178970917 0.08892617449664429 0.05984340044742729 0.03970917225950783 0.0441834451901566 0.04306487695749441 0.06599552572706935 0.06208053691275168 0.06040268456375839 0.09563758389261745 0.1431767337807606 0.2690156599552573 0.412751677852349 0.5251677852348994 0.5967561521252797 0.6582774049217002 0.7153243847874721 0.7645413870246085 0.8411633109619687 0 
1 1.06819 1.33988 1.72669 2.29297 3.14665 4.16776 5.94284 7.55662 9.12536 10.6922 12.5093 19.0018 66.8391 318.824 1093.94 3413.34 10025 31392.3 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0.1442146450531023 0.0888764673001677 0.05980994969256568 0.03968697596422582 0.0441587479038569 0.04304080491894913 0.06595863610955842 0.06204583566238122 0.06036892118501956 0.0955841252096143 0.1430967020681945 0.2688652878703186 0.412520961430967 0.5254332029066517 0.5964225824482952 0.6584684181106764 0.7154835103409726 0.7646730016769144 0.8406931246506428 0 
1 1.06856 1.34024 1.72706 2.29333 3.14701 4.16812 5.94321 7.55698 9.12572 10.6926 12.5096 19.0021 66.587 318.572 1093.69 3425.4 10002.2 31369.4 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0.1446927374301676 0.0888268156424581 0.05977653631284916 0.03966480446927374 0.0441340782122905 0.04301675977653632 0.06592178770949721 0.06201117318435754 0.06033519553072626 0.09553072625698324 0.1430167597765363 0.2687150837988827 0.4122905027932961 0.5256983240223464 0.5966480446927375 0.658659217877095 0.7150837988826816 0.764804469273743 0.840782122905028 0 
1 1.06892 1.3406 1.72742 2.29369 3.14738 4.16848 5.94357 7.55734 9.12609 10.693 12.51 19.0025 66.3364 319.658 1090.69 3434.76 10011.5 31266.1 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0.1451702959240648 0.08877721943048576 0.05974316024567281 0.03964265773310999 0.04410943606923506 0.04299274148520379 0.06588498045784479 0.06197654941373534 0.06030150753768844 0.09547738693467336 0.1429369067560022 0.2685650474595198 0.4120603015075377 0.525963149078727 0.5963149078726968 0.6588498045784478 0.7146845337800112 0.7643774427694026 0.8408710217755444 0 
1 1.06929 1.34097 1.72778 2.29406 3.14774 4.16885 5.94393 7.55771 9.12645 10.6933 12.5104 18.9686 66.5534 319.875 1086.84 3443.33 9985.45 31240 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0.1456473214285714 0.08872767857142858 0.05970982142857143 0.03962053571428571 0.04408482142857143 0.04296875 0.06584821428571429 0.06194196428571429 0.06026785714285714 0.09542410714285714 0.1428571428571428 0.2684151785714285 0.4123883928571428 0.5256696428571429 0.5959821428571429 0.6590401785714286 0.7142857142857143 0.7645089285714286 0.8409598214285714 0 
1 1.06929 1.34097 1.72778 2.29406 3.14774 4.16885 5.94393 7.55771 9.12645 10.6933 12.5104 18.9686 66.5534 318.54 1089.57 3433.64 9975.76 31230.3 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0.1455660903513664 0.0886781929726715 0.05967651979921919 0.03959843837144451 0.04406023424428333 0.04294478527607362 0.06581148912437255 0.0619074177356386 0.06023424428332404 0.09537088678192973 0.1427774679308422 0.2682654768544339 0.4121583937534858 0.5253764640267707 0.596207473508087 0.6586726157278304 0.7144450641383157 0.7646402677077524 0.8410485220301172 0 
1 1.06965 1.34133 1.72815 2.29442 3.14811 4.16921 5.9443 7.55807 9.12682 10.6937 12.5107 18.935 66.7717 318.758 1085.73 3429.8 10006.6 31149.2 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0.1460423634336678 0.08862876254180602 0.05964325529542921 0.03957636566332218 0.04403567447045708 0.04292084726867335 0.06577480490523968 0.06187290969899666 0.06020066889632107 0.09531772575250837 0.1426978818283166 0.2681159420289855 0.4124860646599777 0.5250836120401338 0.5958751393534002 0.6588628762541806 0.7146042363433668 0.7642140468227425 0.8411371237458194 0 
1 1.07002 1.3417 1.72852 2.29479 3.14848 4.16958 5.94467 7.55844 9.12719 10.6941 12.5111 18.9015 66.9913 317.652 1084.62 3428.69 10040.2 31071.6 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.1465181058495822 0.08857938718662953 0.0596100278551532 0.03955431754874652 0.04401114206128134 0.04289693593314763 0.06573816155988858 0.06183844011142061 0.06016713091922005 0.09526462395543175 0.1426183844011142 0.267966573816156 0.4128133704735376 0.5247910863509749 0.596100278551532 0.6590529247910863 0.7147632311977716 0.7637883008356546 0.841225626740947 0 
1 1.07002 1.3417 1.72852 2.29479 3.14848 4.16958 5.94467 7.55844 9.12719 10.6941 12.5111 18.9015 66.7384 318.724 1081.66 3425.73 10072.2 30992.9 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0.1464365256124722 0.08853006681514476 0.05957683741648107 0.03953229398663697 0.04398663697104677 0.04287305122494432 0.06570155902004454 0.06180400890868597 0.06013363028953229 0.09521158129175947 0.1425389755011136 0.2678173719376392 0.4125835189309577 0.5250556792873051 0.5957683741648107 0.6592427616926503 0.7149220489977728 0.7633630289532294 0.8413140311804009 0 
1 1.07002 1.3417 1.72852 2.29479 3.14848 4.16958 5.94467 7.55844 9.12719 10.6941 12.5111 18.8679 66.9576 317.619 1080.55 3437.02 10048.6 30969.3 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0.1463550361713968 0.08848080133555926 0.05954368391764051 0.03951029493600445 0.0439621591541458 0.04284919309961046 0.06566499721758487 0.06176961602671119 0.06010016694490818 0.09515859766277128 0.1424596549805231 0.2676683361157485 0.4129104062326099 0.5247634947134112 0.5959933222036727 0.659432387312187 0.7145242070116862 0.763494713411241 0.8414023372287145 0 
1 1.07002 1.3417 1.72852 2.29479 3.14848 4.16958 5.94467 7.54996 9.127 10.6939 12.5109 18.8677 66.7047 317.366 1080.3 3436.76 10048.3 31079.5 1e+06 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0.146273637374861 0.08843159065628477 0.05951056729699666 0.03948832035595105 0.0439377085650723 0.04282536151279199 0.06562847608453838 0.06173526140155729 0.06062291434927698 0.09510567296996662 0.1423804226918799 0.2675194660734149 0.4126807563959956 0.5250278086763071 0.5962180200222469 0.6596218020022246 0.7146829810901001 0.7636262513904338 0.8409343715239155 0 
1 1.07039 1.34207 1.72889 2.29516 3.14885 4.16995 5.94504 7.5419 9.12726 10.6941 12.5112 18.868 66.705 316.049 1083.01 3439.48 10016.3 31047.5 1e+06 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0.1467481934408005 0.08838243468593664 0.05947748749305169 0.03946637020566982 0.04391328515842134 0.04280155642023346 0.06559199555308505 0.06170094496942746 0.06114508060033352 0.09505280711506392 0.1423012784880489 0.2673707615341857 0.4124513618677043 0.5247359644246804 0.5964424680377988 0.6592551417454141 0.7142857142857143 0.763757643135075 0.8410227904391329 0 
1 1.07076 1.34244 1.72926 2.29553 3.14474 4.17123 5.94632 7.5348 9.12852 10.6954 12.5124 18.8359 66.9253 314.961 1081.92 3450.82 10027.7 31058.9 1e+06 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0.1472222222222222 0.08833333333333333 0.05944444444444445 0.03944444444444444 0.04388888888888889 0.04333333333333333 0.06555555555555556 0.06166666666666667 0.06166666666666667 0.095 0.1422222222222222 0.2672222222222222 0.4127777777777778 0.5244444444444445 0.5966666666666667 0.6594444444444445 0.7138888888888889 0.7633333333333333 0.8405555555555555 0 
1 1.07076 1.34244 1.72926 2.29553 3.14474 4.17123 5.94632 7.5348 9.12852 10.6954 12.5124 18.8027 66.8921 314.928 1081.89 3463.28 10040.1 30961 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0.1471404775124931 0.08828428650749584 0.05941143808995003 0.03942254303164908 0.04386451971127152 0.04330927262631871 0.06551915602443087 0.06163242642976124 0.06163242642976124 0.09494725152692948 0.1421432537479178 0.2670738478622987 0.4131038312048862 0.5247084952803998 0.5968906163242643 0.6596335369239311 0.7134925041643532 0.7629094947251527 0.8406440866185453 0 
1 1.07076 1.34244 1.72926 2.29553 3.14474 4.17123 5.94632 7.5348 9.12852 10.6954 12.5124 18.7697 67.1126 313.848 1084.85 3453.76 10030.6 31061.8 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0.1470588235294118 0.08823529411764706 0.05937846836847947 0.03940066592674805 0.04384017758046615 0.04328523862375139 0.06548279689234185 0.06159822419533852 0.06159822419533852 0.09489456159822419 0.1420643729189789 0.2669256381798002 0.4134295227524972 0.5244173140954494 0.5971143174250833 0.6592674805771365 0.7136514983351832 0.7630410654827969 0.8401775804661488 0 
1 1.07076 1.34244 1.72926 2.29553 3.14029 4.17219 5.94728 7.53576 9.12948 10.6964 12.5134 18.7707 67.1136 312.555 1083.56 3464.95 10041.8 30962.7 1e+06 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0.1469772601220189 0.08818635607321132 0.05934553521907932 0.03937881308929562 0.04381586245146978 0.04381586245146978 0.06544647809206877 0.06156405990016639 0.06156405990016639 0.09484193011647254 0.1419855795895729 0.266777592900721 0.4132002218524681 0.5241264559068219 0.5973377703826955 0.6594564614531336 0.7132556849694953 0.7626178591236827 0.8402662229617305 0 
1 1.07076 1.34244 1.72926 2.29553 3.13586 4.1732 5.94828 7.53676 9.13049 10.6974 12.5144 18.7389 67.3364 311.492 1082.5 3463.88 10040.7 30961.7 1e+06 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0.1468957871396896 0.08813747228381374 0.05931263858093126 0.0393569844789357 0.04379157427937916 0.04434589800443459 0.06541019955654102 0.06152993348115299 0.06152993348115299 0.09478935698447893 0.1419068736141907 0.2666297117516629 0.4135254988913525 0.5238359201773836 0.5975609756097561 0.6596452328159645 0.7134146341463414 0.7627494456762749 0.8403547671840355 0 
1 1.07076 1.34244 1.72926 2.29553 3.13586 4.1732 5.94828 7.53676 9.13049 10.6974 12.5144 18.7389 67.3364 310.214 1085.28 3454.2 10065.7 30877.1 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0.146814404432133 0.08808864265927978 0.0592797783933518 0.03933518005540166 0.04376731301939058 0.0443213296398892 0.06537396121883657 0.06149584487534626 0.06149584487534626 0.09473684210526316 0.1418282548476454 0.2664819944598338 0.4132963988919667 0.5235457063711911 0.5977839335180055 0.6592797783933518 0.7135734072022161 0.7623268698060942 0.8404432132963989 0 
1 1.07076 1.34244 1.72926 2.29553 3.13586 4.1732 5.94828 7.53676 9.13049 10.6974 12.5144 18.7064 67.5595 310.437 1081.44 3450.36 10061.8 30873.2 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0.1467331118493909 0.08803986710963455 0.0592469545957918 0.03931339977851606 0.04374307862679955 0.044296788482835 0.06533776301218161 0.06146179401993355 0.06146179401993355 0.0946843853820598 0.141749723145072 0.2663344407530454 0.4136212624584718 0.5232558139534884 0.597452934662237 0.659468438538206 0.7137320044296789 0.7624584717607974 0.840531561461794 0 
1 1.07076 1.34244 1.72926 2.29553 3.13586 4.1732 5.94828 7.53676 9.13049 10.6974 12.5144 18.674 67.5271 310.405 1081.41 3462.79 10039.7 30960.5 1e+06 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0.1466519092418373 0.08799114554510237 0.05921416712783619 0.03929164360819037 0.04371887105700056 0.04427227448810182 0.06530160486995019 0.06142778085224129 0.06142778085224129 0.09463198671831766 0.1416712783619258 0.2661870503597122 0.4139457664637521 0.5235196458218041 0.5976757055893747 0.6596568898727172 0.7133370226895407 0.762589928057554 0.8400664084117322 0 
1 1.07113 1.34282 1.72963 2.29591 3.13623 4.17357 5.94866 7.53714 9.13086 10.6977 12.5148 18.6421 67.752 309.36 1080.37 3461.74 10038.6 30959.4 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0.1471238938053097 0.08794247787610619 0.05918141592920354 0.03926991150442478 0.04369469026548672 0.04424778761061947 0.06526548672566372 0.06139380530973451 0.06139380530973451 0.09457964601769911 0.1415929203539823 0.2660398230088495 0.4142699115044248 0.5232300884955752 0.5978982300884956 0.6598451327433629 0.713495575221239 0.7627212389380531 0.8401548672566371 0 
1 1.07151 1.34319 1.73001 2.29628 3.13661 4.17394 5.94903 7.53751 9.13123 10.6981 12.5152 18.6105 67.7203 309.328 1080.34 3474.22 10016.7 30937.6 1e+06 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0.1475953565505804 0.087893864013267 0.05914870093974572 0.03924820342730791 0.04367053620784964 0.04422332780541736 0.0652294085129906 0.06135986733001658 0.06135986733001658 0.0945273631840796 0.1415146489773355 0.2658927584300719 0.4145936981757877 0.5234936428966279 0.5981205085682698 0.6600331674958541 0.7131011608623549 0.7628524046434494 0.8402432283029297 0 
1 1.07151 1.34319 1.73001 2.29628 3.13661 4.16852 5.95293 7.53312 9.13521 10.7021 12.5191 18.6145 67.4679 310.344 1077.33 3471.21 10013.7 30934.5 1e+06 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 0 0.1475138121546961 0.08784530386740332 0.05911602209944752 0.03922651933701658 0.04364640883977901 0.04419889502762431 0.06574585635359116 0.06132596685082873 0.06187845303867404 0.09447513812154697 0.1414364640883978 0.2657458563535912 0.4143646408839779 0.523756906077348 0.5977900552486188 0.6602209944751382 0.7132596685082873 0.7629834254143646 0.8403314917127072 0 
1 1.07188 1.34357 1.73038 2.29665 3.13698 4.16351 5.95728 7.52922 9.13972 10.7066 12.5236 18.619 67.4724 310.349 1077.33 3458.72 10035.6 30847.2 1e+06 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0.1479845389287686 0.08779679734953065 0.05908337934842629 0.03920485919381557 0.04362230811706239 0.04417448923246825 0.06626173384870238 0.06129210381004969 0.0623964660408614 0.09442297073440088 0.1413583655438984 0.2655991165102153 0.4141358365543898 0.5234676974047487 0.5974599668691331 0.6598564329099945 0.7134180011043623 0.7625621203754832 0.8404196576477084 0 
