# Frequency (Hz), ASD (strain/sqrt(Hz))
5.600000000000000000e+02,1.293719599938342961e-24
5.602500000000000000e+02,7.568828829456186381e-25
5.605000000000000000e+02,1.227143943454167097e-24
5.607500000000000000e+02,2.490496615330149444e-24
5.610000000000000000e+02,2.677314725703975402e-24
5.612500000000000000e+02,2.451545639309917843e-24
5.615000000000000000e+02,1.204463028897124936e-24
5.617500000000000000e+02,6.770688882576939599e-25
5.620000000000000000e+02,6.799991097589759903e-25
5.622500000000000000e+02,1.439595920042411911e-24
5.625000000000000000e+02,1.840908544478830747e-24
5.627500000000000000e+02,2.112726770844951098e-24
5.630000000000000000e+02,1.620140953520314081e-24
5.632500000000000000e+02,1.390620376500898616e-24
5.635000000000000000e+02,3.895427856368514863e-24
5.637500000000000000e+02,1.479410065965191294e-24
5.640000000000000000e+02,2.221190257822981655e-25
5.642500000000000000e+02,1.668048248343729437e-24
5.645000000000000000e+02,1.602692105408580025e-24
5.647500000000000000e+02,1.301455663674280497e-24
5.650000000000000000e+02,1.497019362919026784e-24
5.652500000000000000e+02,1.471897816606161936e-24
5.655000000000000000e+02,2.472213074894362553e-24
5.657500000000000000e+02,2.072238181782357341e-24
5.660000000000000000e+02,3.775627159996348921e-25
5.662500000000000000e+02,1.699885311424614369e-24
5.665000000000000000e+02,5.813272434026783743e-25
5.667500000000000000e+02,1.104952275796868501e-24
5.670000000000000000e+02,1.567060639275891893e-24
5.672500000000000000e+02,1.806897275035655756e-24
5.675000000000000000e+02,8.780896526518335349e-25
5.677500000000000000e+02,7.767606710913603692e-25
5.680000000000000000e+02,1.483625646649936935e-24
5.682500000000000000e+02,2.441928052998766856e-24
5.685000000000000000e+02,2.340227249380864810e-24
5.687500000000000000e+02,7.174365130823696981e-25
5.690000000000000000e+02,1.674889995303734770e-24
5.692500000000000000e+02,1.396524686810843699e-24
5.695000000000000000e+02,1.420192049050148485e-24
5.697500000000000000e+02,1.394283227255983887e-24
5.700000000000000000e+02,2.007672046512825955e-24
5.702500000000000000e+02,2.069955164443299925e-24
5.705000000000000000e+02,1.843187096605811135e-24
5.707500000000000000e+02,1.377263785191867850e-24
5.710000000000000000e+02,9.667001191321152759e-25
5.712500000000000000e+02,3.471663128552272358e-24
5.715000000000000000e+02,2.803152086902249805e-24
5.717500000000000000e+02,1.314965337129438461e-24
5.720000000000000000e+02,2.264463380456484480e-24
5.722500000000000000e+02,3.824265664001828280e-24
5.725000000000000000e+02,3.802392582048472703e-24
5.727500000000000000e+02,1.635571863721118702e-24
5.730000000000000000e+02,2.043858573453295772e-24
5.732500000000000000e+02,2.639620400516655906e-24
5.735000000000000000e+02,1.782142519952112082e-24
5.737500000000000000e+02,2.949391688267616549e-24
5.740000000000000000e+02,1.629015961558824337e-24
5.742500000000000000e+02,2.146260111966687278e-24
5.745000000000000000e+02,4.600722274356629709e-25
5.747500000000000000e+02,1.722330228029066370e-24
5.750000000000000000e+02,1.516939767261776457e-24
5.752500000000000000e+02,1.114041406476405668e-24
5.755000000000000000e+02,4.775507994099687473e-25
5.757500000000000000e+02,6.783916236168063489e-25
5.760000000000000000e+02,1.712348298935139247e-24
5.762500000000000000e+02,2.694036515406762295e-24
5.765000000000000000e+02,1.862526110627405214e-24
5.767500000000000000e+02,3.359958264657216816e-25
5.770000000000000000e+02,1.831930842810327775e-24
5.772500000000000000e+02,2.273277908555166464e-24
5.775000000000000000e+02,1.639525890819324319e-24
5.777500000000000000e+02,1.183582176302666788e-24
5.780000000000000000e+02,1.362580621773791008e-24
5.782500000000000000e+02,1.225441006266598583e-24
5.785000000000000000e+02,1.382517067943498667e-24
5.787500000000000000e+02,1.674867031173518935e-24
5.790000000000000000e+02,3.147481834427562331e-24
5.792500000000000000e+02,3.966326576655703184e-24
5.795000000000000000e+02,1.964421976037053868e-24
5.797500000000000000e+02,5.814231530751947958e-25
5.800000000000000000e+02,2.198008882404111494e-24
5.802500000000000000e+02,4.303992545833346513e-25
5.805000000000000000e+02,1.393999400305445770e-24
5.807500000000000000e+02,1.451049389764851911e-24
5.810000000000000000e+02,1.035415405594000505e-24
5.812500000000000000e+02,1.847752039622282619e-24
5.815000000000000000e+02,1.478082849064009468e-24
5.817500000000000000e+02,1.227564186748598990e-24
5.820000000000000000e+02,2.176773642446992247e-24
5.822500000000000000e+02,2.140631345687420613e-24
5.825000000000000000e+02,5.476604532288241207e-25
5.827500000000000000e+02,1.876706130896106704e-24
5.830000000000000000e+02,8.056412703388503612e-25
5.832500000000000000e+02,1.300916539047681607e-24
5.835000000000000000e+02,3.225945671344741899e-24
5.837500000000000000e+02,1.314333278178012258e-24
5.840000000000000000e+02,3.453576703491120305e-24
5.842500000000000000e+02,3.049372714417877014e-24
5.845000000000000000e+02,2.268138267547145622e-24
5.847500000000000000e+02,1.968783478973777304e-24
5.850000000000000000e+02,1.097985597135227083e-24
5.852500000000000000e+02,1.048935845953200808e-24
5.855000000000000000e+02,8.383574772729388306e-25
5.857500000000000000e+02,1.511305359154785411e-24
5.860000000000000000e+02,1.920947087575506163e-24
5.862500000000000000e+02,1.465269551175017870e-24
5.865000000000000000e+02,4.043035989444063340e-24
5.867500000000000000e+02,3.239345461789278166e-24
5.870000000000000000e+02,2.866687305089300890e-24
5.872500000000000000e+02,1.875301706468975982e-24
5.875000000000000000e+02,2.192234490244336337e-24
5.877500000000000000e+02,1.341385560592983954e-24
5.880000000000000000e+02,2.674014216985306787e-24
5.882500000000000000e+02,3.187168324768965108e-24
5.885000000000000000e+02,1.889047630360533075e-24
5.887500000000000000e+02,1.325311087033677221e-24
5.890000000000000000e+02,3.256520751634055165e-24
5.892500000000000000e+02,2.917378876203030546e-24
5.895000000000000000e+02,1.781158505587695875e-24
5.897500000000000000e+02,8.742150330952199583e-25
5.900000000000000000e+02,2.752417657278731752e-24
5.902500000000000000e+02,2.846762372433654217e-24
5.905000000000000000e+02,2.862773968740501352e-24
5.907500000000000000e+02,2.727794238320048931e-24
5.910000000000000000e+02,1.203420303035066634e-24
5.912500000000000000e+02,6.131373383246247118e-25
5.915000000000000000e+02,1.203097715718261869e-24
5.917500000000000000e+02,1.925708705414946947e-24
5.920000000000000000e+02,1.032091641519644004e-24
5.922500000000000000e+02,3.144701444558923077e-25
5.925000000000000000e+02,8.688844940666569072e-25
5.927500000000000000e+02,1.464836095663190079e-24
5.930000000000000000e+02,2.514593168387860073e-24
5.932500000000000000e+02,6.305646629293342281e-25
5.935000000000000000e+02,2.826075437525960217e-24
5.937500000000000000e+02,1.605359678074244229e-24
5.940000000000000000e+02,1.522351351801912313e-24
5.942500000000000000e+02,1.576003632009795394e-24
5.945000000000000000e+02,1.669692559046762433e-24
5.947500000000000000e+02,8.557527081549153897e-25
5.950000000000000000e+02,1.507128294961082288e-24
5.952500000000000000e+02,1.984219152549230284e-24
5.955000000000000000e+02,6.379293146781148539e-25
5.957500000000000000e+02,2.214659509712402344e-24
5.960000000000000000e+02,4.921153990979768164e-26
5.962500000000000000e+02,4.000448736531479235e-24
5.965000000000000000e+02,1.515207387500717894e-24
5.967500000000000000e+02,1.445458004540218744e-24
5.970000000000000000e+02,2.439393944877728879e-24
5.972500000000000000e+02,4.022205328428985959e-24
5.975000000000000000e+02,3.098889599885833118e-24
5.977500000000000000e+02,2.072253311269268710e-24
5.980000000000000000e+02,2.010339739259487324e-24
5.982500000000000000e+02,8.865355548189709038e-25
5.985000000000000000e+02,2.274624224658298739e-24
5.987500000000000000e+02,2.863436099432971523e-24
5.990000000000000000e+02,6.088413636136952770e-25
5.992500000000000000e+02,2.256696392373757305e-24
5.995000000000000000e+02,1.239099314205207284e-24
5.997500000000000000e+02,7.796545872773587498e-25
6.000000000000000000e+02,1.077565799409690343e-24
6.002500000000000000e+02,9.282411896923483541e-25
6.005000000000000000e+02,1.539170514207743053e-24
6.007500000000000000e+02,9.838638244942759132e-25
6.010000000000000000e+02,4.605093980310832359e-25
6.012500000000000000e+02,1.296487431313318245e-24
6.015000000000000000e+02,1.898872235025610015e-24
6.017500000000000000e+02,2.504647859400861736e-24
6.020000000000000000e+02,2.572400912272487348e-24
6.022500000000000000e+02,1.741616152437554086e-24
6.025000000000000000e+02,1.372802570773700472e-24
6.027500000000000000e+02,2.158789925062851181e-24
6.030000000000000000e+02,8.303460902024756920e-25
6.032500000000000000e+02,6.134032801653595515e-25
6.035000000000000000e+02,7.247249604059986274e-25
6.037500000000000000e+02,2.357069677560600504e-24
6.040000000000000000e+02,3.186180540683237428e-24
6.042500000000000000e+02,2.547577006430242028e-24
6.045000000000000000e+02,1.336340746626647944e-24
6.047500000000000000e+02,2.222637996036889270e-24
6.050000000000000000e+02,1.116540406771670049e-24
6.052500000000000000e+02,2.130749533094230113e-24
6.055000000000000000e+02,3.739367554200250830e-24
6.057500000000000000e+02,3.351933640979822719e-24
6.060000000000000000e+02,2.756925704614953740e-24
6.062500000000000000e+02,1.740226429193839114e-24
6.065000000000000000e+02,1.470637247231454298e-24
6.067500000000000000e+02,2.975969654633168911e-24
6.070000000000000000e+02,1.431671292869159878e-24
6.072500000000000000e+02,8.348138364750243645e-25
6.075000000000000000e+02,9.044390241074808659e-25
6.077500000000000000e+02,8.405552490799763064e-26
6.080000000000000000e+02,9.090185148791160784e-25
6.082500000000000000e+02,3.911468554372776871e-25
6.085000000000000000e+02,9.900600729356609834e-25
6.087500000000000000e+02,8.411637515124862058e-25
6.090000000000000000e+02,8.323864544729809335e-25
6.092500000000000000e+02,2.003106334936472523e-24
6.095000000000000000e+02,3.241750124354001925e-24
6.097500000000000000e+02,3.234187462552881723e-24
6.100000000000000000e+02,1.221887341249139838e-24
6.102500000000000000e+02,2.930295088989863108e-24
6.105000000000000000e+02,3.274009903682644401e-24
6.107500000000000000e+02,1.754796056459763598e-24
6.110000000000000000e+02,2.230196231188481229e-24
6.112500000000000000e+02,1.845601512505055005e-24
6.115000000000000000e+02,8.002422021345644229e-25
6.117500000000000000e+02,8.815875093283853232e-25
6.120000000000000000e+02,6.859513180977172928e-25
6.122500000000000000e+02,8.992782304209020142e-25
6.125000000000000000e+02,1.376281942717262411e-24
6.127500000000000000e+02,1.869418461222738647e-24
6.130000000000000000e+02,1.761078162347808476e-24
6.132500000000000000e+02,6.191587750413129337e-25
6.135000000000000000e+02,2.559652642890322233e-24
6.137500000000000000e+02,2.850022325100471689e-24
6.140000000000000000e+02,1.115812048119340996e-24
6.142500000000000000e+02,3.761469070141818131e-25
6.145000000000000000e+02,7.327250149151063984e-25
6.147500000000000000e+02,2.095785749879858355e-24
6.150000000000000000e+02,1.277485415229592869e-24
6.152500000000000000e+02,4.639065758241571380e-24
6.155000000000000000e+02,4.250266293218045541e-24
6.157500000000000000e+02,2.643986833773703992e-24
6.160000000000000000e+02,2.417649345772584352e-24
6.162500000000000000e+02,1.615231216238353564e-24
6.165000000000000000e+02,1.279168821426342604e-24
6.167500000000000000e+02,1.358481970438478111e-24
6.170000000000000000e+02,7.800619561498449884e-25
6.172500000000000000e+02,3.422737277533009427e-24
6.175000000000000000e+02,2.556510174247796823e-24
6.177500000000000000e+02,2.138754547422971437e-24
6.180000000000000000e+02,9.005328393656763737e-25
6.182500000000000000e+02,1.024936617210048534e-24
6.185000000000000000e+02,3.181889762882624531e-25
6.187500000000000000e+02,6.653445662741255705e-25
6.190000000000000000e+02,1.514768860020702905e-24
6.192500000000000000e+02,2.964223210319660912e-24
6.195000000000000000e+02,2.464750104098528504e-24
6.197500000000000000e+02,7.689769248053684148e-25
6.200000000000000000e+02,1.056464584591320892e-24
6.202500000000000000e+02,1.246294191814998774e-24
6.205000000000000000e+02,7.882176680968189867e-25
6.207500000000000000e+02,1.380608699048953498e-24
6.210000000000000000e+02,2.070995659592891053e-24
6.212500000000000000e+02,2.280548242417327925e-24
6.215000000000000000e+02,3.578117139358325725e-24
6.217500000000000000e+02,4.422279590901685539e-24
6.220000000000000000e+02,1.937628855683851566e-24
6.222500000000000000e+02,1.033093262555056051e-24
6.225000000000000000e+02,4.292894949872283923e-24
6.227500000000000000e+02,4.037652416779265568e-24
6.230000000000000000e+02,1.564484213733689699e-24
6.232500000000000000e+02,1.004089382248832774e-24
6.235000000000000000e+02,2.150432511485476850e-24
6.237500000000000000e+02,1.119594152797475167e-24
6.240000000000000000e+02,9.551756748304448406e-25
6.242500000000000000e+02,1.051399498456978370e-24
6.245000000000000000e+02,1.636448575585823005e-24
6.247500000000000000e+02,2.034428762551701846e-24
6.250000000000000000e+02,1.163203195386067623e-24
6.252500000000000000e+02,1.282411829873701661e-24
6.255000000000000000e+02,3.519820204279343084e-24
6.257500000000000000e+02,4.845442795339159177e-24
6.260000000000000000e+02,3.209868269385474042e-24
6.262500000000000000e+02,2.508084045548993223e-24
6.265000000000000000e+02,2.484468142616908633e-24
6.267500000000000000e+02,2.018727240253910740e-24
6.270000000000000000e+02,1.263753884891616016e-24
6.272500000000000000e+02,5.893304930765509642e-25
6.275000000000000000e+02,1.023877760375508890e-24
6.277500000000000000e+02,2.144262873779577058e-24
6.280000000000000000e+02,3.177535396893408764e-24
6.282500000000000000e+02,5.867991662734195539e-25
6.285000000000000000e+02,2.473279352747467711e-24
6.287500000000000000e+02,2.728003688820362203e-24
6.290000000000000000e+02,1.181207566201399249e-24
6.292500000000000000e+02,4.502005070989149288e-25
6.295000000000000000e+02,4.232403682957513747e-25
6.297500000000000000e+02,4.761428292810845675e-25
6.300000000000000000e+02,1.901695777303519125e-24
6.302500000000000000e+02,2.745592514025248884e-24
6.305000000000000000e+02,2.660222717573718110e-24
6.307500000000000000e+02,1.634095921171861322e-24
6.310000000000000000e+02,3.584900929765799548e-24
6.312500000000000000e+02,1.526111076372914694e-24
6.315000000000000000e+02,7.867573872751126065e-25
6.317500000000000000e+02,2.506103290110076808e-24
6.320000000000000000e+02,2.368212644610317203e-24
6.322500000000000000e+02,1.964415006203611687e-24
6.325000000000000000e+02,1.339232956519653435e-24
6.327500000000000000e+02,2.970052928862976679e-24
6.330000000000000000e+02,3.790460582404852873e-24
6.332500000000000000e+02,2.033159462520255160e-24
6.335000000000000000e+02,2.137075787911801702e-24
6.337500000000000000e+02,1.657926897780769002e-24
6.340000000000000000e+02,1.325638373081868011e-24
6.342500000000000000e+02,1.721814603861455546e-24
6.345000000000000000e+02,2.132444745913339842e-24
6.347500000000000000e+02,6.090640884744640403e-25
6.350000000000000000e+02,1.622258666340033865e-24
6.352500000000000000e+02,7.841092016647449537e-25
6.355000000000000000e+02,1.559415977342747562e-24
6.357500000000000000e+02,3.791682346868047845e-25
6.360000000000000000e+02,1.226900335459643985e-24
6.362500000000000000e+02,8.478577880566826858e-25
6.365000000000000000e+02,1.203806087958602286e-24
6.367500000000000000e+02,8.644192358913562600e-25
6.370000000000000000e+02,4.156485340849508352e-25
6.372500000000000000e+02,1.605536597581472692e-24
6.375000000000000000e+02,7.202829432354272782e-25
6.377500000000000000e+02,2.281712762260036066e-24
6.380000000000000000e+02,3.272501155986505597e-24
6.382500000000000000e+02,2.449837877728886469e-24
6.385000000000000000e+02,1.536044064001912796e-24
6.387500000000000000e+02,6.687874539465989321e-25
6.390000000000000000e+02,1.799730666849395467e-24
6.392500000000000000e+02,2.826615002999082892e-24
6.395000000000000000e+02,1.205059617308122015e-24
6.397500000000000000e+02,4.007884982417715943e-25
6.400000000000000000e+02,1.486792781369965342e-24
6.402500000000000000e+02,3.400062262507452074e-24
6.405000000000000000e+02,1.876495584337135956e-24
6.407500000000000000e+02,3.457765717516458238e-24
6.410000000000000000e+02,7.984669180423049115e-25
6.412500000000000000e+02,1.518744227155123394e-24
6.415000000000000000e+02,1.035762422113213057e-24
6.417500000000000000e+02,2.536693955830730488e-24
6.420000000000000000e+02,1.681075947445321410e-24
6.422500000000000000e+02,2.333050186966260825e-24
6.425000000000000000e+02,2.231012508692033261e-24
6.427500000000000000e+02,3.915958076978372090e-24
6.430000000000000000e+02,2.281551624098566212e-24
6.432500000000000000e+02,6.733820073750812841e-25
6.435000000000000000e+02,6.479619454103164660e-25
6.437500000000000000e+02,2.761933693926512938e-24
6.440000000000000000e+02,3.791366013441137908e-24
6.442500000000000000e+02,2.725411900111902515e-24
6.445000000000000000e+02,4.667714061630165650e-25
6.447500000000000000e+02,2.054896827087926365e-24
6.450000000000000000e+02,1.333328317131647349e-24
6.452500000000000000e+02,1.529217929388627068e-24
6.455000000000000000e+02,1.490671880227690609e-24
6.457500000000000000e+02,1.152753567250634326e-24
6.460000000000000000e+02,3.787644185071835504e-25
6.462500000000000000e+02,1.254024375362325839e-24
6.465000000000000000e+02,1.468705154877111106e-24
6.467500000000000000e+02,9.683262314185581492e-25
6.470000000000000000e+02,2.315510555894036591e-24
6.472500000000000000e+02,1.456104384436835879e-24
6.475000000000000000e+02,1.635353139998982909e-24
6.477500000000000000e+02,1.025400341758862652e-24
6.480000000000000000e+02,1.624509659352867246e-24
6.482500000000000000e+02,2.004543160986122703e-24
6.485000000000000000e+02,1.403879773363783950e-24
6.487500000000000000e+02,2.024738784414473376e-24
6.490000000000000000e+02,2.041617549115522626e-24
6.492500000000000000e+02,1.606332629954835791e-24
6.495000000000000000e+02,5.018450598771867278e-25
6.497500000000000000e+02,2.866600720377140902e-25
6.500000000000000000e+02,1.576539296171921889e-24
6.502500000000000000e+02,2.845124113477389673e-24
6.505000000000000000e+02,1.991482937012165843e-24
6.507500000000000000e+02,3.824428854443553114e-24
6.510000000000000000e+02,3.607155137076052864e-24
6.512500000000000000e+02,2.914641380734072906e-24
6.515000000000000000e+02,3.116666582567344208e-24
6.517500000000000000e+02,2.454216972546607271e-24
6.520000000000000000e+02,1.387165786268900567e-24
6.522500000000000000e+02,1.492872289779634768e-24
6.525000000000000000e+02,9.190308428609200548e-25
6.527500000000000000e+02,7.159319996549904691e-25
6.530000000000000000e+02,1.303916433624056471e-24
6.532500000000000000e+02,2.077741805018457170e-24
6.535000000000000000e+02,3.149361272143602481e-24
6.537500000000000000e+02,2.802891423335381870e-24
6.540000000000000000e+02,2.295638668890970541e-24
6.542500000000000000e+02,9.057152953832096240e-25
6.545000000000000000e+02,1.909103099103484767e-24
6.547500000000000000e+02,3.135062167057683471e-24
6.550000000000000000e+02,3.090847022102482656e-24
6.552500000000000000e+02,1.744733648844810546e-24
6.555000000000000000e+02,9.616604796872716891e-25
6.557500000000000000e+02,2.844827369481480649e-24
6.560000000000000000e+02,2.110014492296519328e-24
6.562500000000000000e+02,5.753662603331788549e-25
6.565000000000000000e+02,1.051661205337989606e-24
6.567500000000000000e+02,1.328389947417343661e-24
6.570000000000000000e+02,3.738183721371647337e-25
6.572500000000000000e+02,1.027000642298511309e-24
6.575000000000000000e+02,4.793189149044892764e-25
6.577500000000000000e+02,1.045876251544131461e-24
6.580000000000000000e+02,5.351131504026718504e-25
6.582500000000000000e+02,1.818474318296306619e-24
6.585000000000000000e+02,1.834186921079432207e-24
6.587500000000000000e+02,1.934619181278184891e-24
6.590000000000000000e+02,3.102751246759602243e-24
6.592500000000000000e+02,2.140875904592170107e-24
6.595000000000000000e+02,3.842646893490201236e-24
6.597500000000000000e+02,4.258764600011553708e-24
6.600000000000000000e+02,1.438807605510358850e-24
6.602500000000000000e+02,5.019225511657157418e-25
6.605000000000000000e+02,1.488295378447544696e-24
6.607500000000000000e+02,2.540921532926156325e-24
6.610000000000000000e+02,3.084345790724101397e-24
6.612500000000000000e+02,2.436692155778383312e-24
6.615000000000000000e+02,7.864988813917070857e-25
6.617500000000000000e+02,1.293217467046575646e-24
6.620000000000000000e+02,1.202150813763903877e-24
6.622500000000000000e+02,2.501108521341262800e-25
6.625000000000000000e+02,1.371829809524353153e-24
6.627500000000000000e+02,1.009338220582346963e-24
6.630000000000000000e+02,1.102408412390418295e-24
6.632500000000000000e+02,9.532855496586434063e-25
6.635000000000000000e+02,2.368474882791787393e-25
6.637500000000000000e+02,2.129186242575580579e-24
6.640000000000000000e+02,9.321491841729894038e-25
6.642500000000000000e+02,2.040680858855108526e-24
6.645000000000000000e+02,3.211201631433555989e-24
6.647500000000000000e+02,1.948757636740781438e-24
6.650000000000000000e+02,4.206890275226336211e-25
6.652500000000000000e+02,1.207830529644205198e-24
6.655000000000000000e+02,2.148978706574523838e-24
6.657500000000000000e+02,2.770870479843899472e-24
6.660000000000000000e+02,2.111950680035318847e-24
6.662500000000000000e+02,2.324640328635617009e-24
6.665000000000000000e+02,2.748781769614172839e-24
6.667500000000000000e+02,1.188400500741520261e-24
6.670000000000000000e+02,1.918401452293084559e-24
6.672500000000000000e+02,1.902454682328613329e-24
6.675000000000000000e+02,1.476630398132605614e-24
6.677500000000000000e+02,6.769469918801003082e-25
6.680000000000000000e+02,2.442008337448449632e-24
6.682500000000000000e+02,2.737010772022153523e-24
6.685000000000000000e+02,1.000347544453214759e-24
6.687500000000000000e+02,1.003703677075232618e-24
6.690000000000000000e+02,1.316213360743244450e-24
6.692500000000000000e+02,9.722457064019950435e-25
6.695000000000000000e+02,9.995772472121738696e-25
6.697500000000000000e+02,9.536339355730362139e-25
6.700000000000000000e+02,7.984332867860912588e-25
6.702500000000000000e+02,1.242619562543266015e-24
6.705000000000000000e+02,2.513663131208832427e-24
6.707500000000000000e+02,2.088679539809765073e-24
6.710000000000000000e+02,1.727466350592494906e-24
6.712500000000000000e+02,1.763822355855387683e-24
6.715000000000000000e+02,2.271575627911709085e-24
6.717500000000000000e+02,2.255449710958698661e-24
6.720000000000000000e+02,3.102262096359963924e-24
6.722500000000000000e+02,1.757169620429844092e-24
6.725000000000000000e+02,1.468458861435687436e-24
6.727500000000000000e+02,9.897286332446164232e-25
6.730000000000000000e+02,2.720892060635931826e-24
6.732500000000000000e+02,3.421165732363640575e-24
6.735000000000000000e+02,2.331912531183364146e-24
6.737500000000000000e+02,2.237467472972991255e-24
6.740000000000000000e+02,2.007433140711998011e-24
6.742500000000000000e+02,3.548191920771505199e-25
6.745000000000000000e+02,5.844383219210519965e-25
6.747500000000000000e+02,5.067188587121772690e-25
6.750000000000000000e+02,1.034116504857466549e-24
6.752500000000000000e+02,2.136912811285456235e-24
6.755000000000000000e+02,2.408253167688306770e-24
6.757500000000000000e+02,8.619058065881139160e-25
6.760000000000000000e+02,2.219564413026253864e-24
6.762500000000000000e+02,1.341399344765353448e-24
6.765000000000000000e+02,4.675082847925910479e-25
6.767500000000000000e+02,3.893881304690290183e-25
6.770000000000000000e+02,1.168614984100801927e-24
6.772500000000000000e+02,1.509682596935451149e-24
6.775000000000000000e+02,8.512791108561276025e-25
6.777500000000000000e+02,1.172896531625974068e-24
6.780000000000000000e+02,2.184981692176591345e-24
6.782500000000000000e+02,3.025346431439021383e-24
6.785000000000000000e+02,1.671606587347655338e-24
6.787500000000000000e+02,4.543763380692165654e-25
6.790000000000000000e+02,1.034764423372545418e-24
6.792500000000000000e+02,1.581603277021566688e-24
6.795000000000000000e+02,9.646991592040942730e-25
6.797500000000000000e+02,1.135106130490793944e-24
6.800000000000000000e+02,2.196294431457645254e-24
6.802500000000000000e+02,1.453258404177758842e-24
6.805000000000000000e+02,4.922940307305647246e-25
6.807500000000000000e+02,1.986172650384514301e-24
6.810000000000000000e+02,1.809591103310667735e-24
6.812500000000000000e+02,1.123141488463777178e-24
6.815000000000000000e+02,8.064223711501512853e-25
6.817500000000000000e+02,2.103293794691925704e-24
6.820000000000000000e+02,7.247941132800506638e-25
6.822500000000000000e+02,1.315647710784134987e-24
6.825000000000000000e+02,1.298967648481157204e-24
6.827500000000000000e+02,2.551719198020316729e-24
6.830000000000000000e+02,4.170517573167244154e-24
6.832500000000000000e+02,4.263260675781140137e-24
6.835000000000000000e+02,2.162725416671529352e-24
6.837500000000000000e+02,1.229437711097477641e-24
6.840000000000000000e+02,2.591168238914395078e-24
6.842500000000000000e+02,5.276180747182058715e-25
6.845000000000000000e+02,1.179685078252375592e-24
6.847500000000000000e+02,1.115324054716607924e-24
6.850000000000000000e+02,1.409626922330624563e-24
6.852500000000000000e+02,1.488163171215391590e-24
6.855000000000000000e+02,8.727687688515851085e-25
6.857500000000000000e+02,1.586593653506075315e-24
6.860000000000000000e+02,1.235363036545538444e-24
6.862500000000000000e+02,9.329660390545880565e-25
6.865000000000000000e+02,1.831841468243850999e-24
6.867500000000000000e+02,8.719787505134608322e-25
6.870000000000000000e+02,1.494073411743433218e-24
6.872500000000000000e+02,1.965368693576364681e-24
6.875000000000000000e+02,2.139725853130327684e-24
6.877500000000000000e+02,2.295749686283831150e-24
6.880000000000000000e+02,2.722784654021368711e-24
6.882500000000000000e+02,2.486420324405555626e-24
6.885000000000000000e+02,3.485613389718018214e-24
6.887500000000000000e+02,2.115981489787421156e-24
6.890000000000000000e+02,1.524643833349878835e-24
6.892500000000000000e+02,1.004252247836619208e-24
6.895000000000000000e+02,2.911941112343979577e-24
6.897500000000000000e+02,2.327456442492160217e-24
6.900000000000000000e+02,2.101911499763456309e-24
6.902500000000000000e+02,2.172224391715698710e-24
6.905000000000000000e+02,1.104160854430891922e-24
6.907500000000000000e+02,4.732543407340852872e-25
6.910000000000000000e+02,9.285318106885192032e-25
6.912500000000000000e+02,1.150179106296194345e-24
6.915000000000000000e+02,5.962119577092182490e-25
6.917500000000000000e+02,1.150782790067949196e-24
6.920000000000000000e+02,9.609450209577316708e-25
6.922500000000000000e+02,9.930640638152387228e-25
6.925000000000000000e+02,7.549920171149359693e-25
6.927500000000000000e+02,1.248289070948928907e-24
6.930000000000000000e+02,1.732533797941885890e-24
6.932500000000000000e+02,1.090133955661411712e-24
6.935000000000000000e+02,5.051438982346341252e-25
6.937500000000000000e+02,1.449865506761751799e-24
6.940000000000000000e+02,2.103992788961814697e-24
6.942500000000000000e+02,2.947692511799200057e-24
6.945000000000000000e+02,3.405752034713514083e-24
6.947500000000000000e+02,2.017195586806002374e-24
6.950000000000000000e+02,1.764713395380847047e-25
6.952500000000000000e+02,1.530323593022775508e-24
6.955000000000000000e+02,2.241648847547568347e-24
6.957500000000000000e+02,3.843937327173417250e-24
6.960000000000000000e+02,1.171031112763413536e-24
6.962500000000000000e+02,2.497471652709481847e-24
6.965000000000000000e+02,3.300153194245720150e-24
6.967500000000000000e+02,1.270322536307524940e-24
6.970000000000000000e+02,8.034279570496997132e-25
6.972500000000000000e+02,9.123475204927545785e-25
6.975000000000000000e+02,5.821369174680910528e-25
6.977500000000000000e+02,1.524026191530561962e-24
6.980000000000000000e+02,1.228797392608355600e-24
6.982500000000000000e+02,7.114845327418393432e-25
6.985000000000000000e+02,3.559371921126307327e-24
6.987500000000000000e+02,2.170649692924787666e-24
6.990000000000000000e+02,1.887249797037767883e-24
6.992500000000000000e+02,2.984987496300389988e-24
6.995000000000000000e+02,1.748310985458884071e-24
6.997500000000000000e+02,1.483593763260075903e-24
7.000000000000000000e+02,1.372896105373989010e-24
7.002500000000000000e+02,1.876753743172817443e-24
7.005000000000000000e+02,1.948557976397464896e-24
7.007500000000000000e+02,1.289909197769324955e-24
7.010000000000000000e+02,1.134582041415198204e-24
7.012500000000000000e+02,1.686978474456450047e-24
7.015000000000000000e+02,9.059017582424618331e-25
7.017500000000000000e+02,4.716652730025166128e-25
7.020000000000000000e+02,1.955810499952658826e-24
7.022500000000000000e+02,3.055689714259109770e-24
7.025000000000000000e+02,2.114502787370513278e-24
7.027500000000000000e+02,1.007605522445379247e-24
7.030000000000000000e+02,5.413084483340095908e-25
7.032500000000000000e+02,6.158804836842614405e-25
7.035000000000000000e+02,8.856689161004099512e-25
7.037500000000000000e+02,1.684849268110793034e-24
7.040000000000000000e+02,1.520655180184620278e-24
7.042500000000000000e+02,2.393493364970733025e-25
7.045000000000000000e+02,1.641776005611273221e-24
7.047500000000000000e+02,7.682202286158013454e-25
7.050000000000000000e+02,2.559874289243312363e-24
7.052500000000000000e+02,1.750100658860554908e-24
