# Frequency (Hz), ASD (strain/sqrt(Hz))
1.441750000000000000e+03,1.496487642450098803e-25
1.442000000000000000e+03,5.778327461112717450e-25
1.442250000000000000e+03,8.725721681701696766e-25
1.442500000000000000e+03,4.535405473005557802e-25
1.442750000000000000e+03,4.398421631362971777e-25
1.443000000000000000e+03,1.751465142037613492e-25
1.443250000000000000e+03,6.813923677601617654e-25
1.443500000000000000e+03,5.359657312329875639e-25
1.443750000000000000e+03,4.291455074583962081e-25
1.444000000000000000e+03,3.103213974232825393e-25
1.444250000000000000e+03,8.722883645392205509e-25
1.444500000000000000e+03,1.004651194055701921e-24
1.444750000000000000e+03,7.968722323276919697e-25
1.445000000000000000e+03,5.867257906608728790e-25
1.445250000000000000e+03,7.439934290562497246e-25
1.445500000000000000e+03,9.105140102570665576e-25
1.445750000000000000e+03,1.335027281233690646e-24
1.446000000000000000e+03,1.294141497783472249e-24
1.446250000000000000e+03,2.154664646366153955e-25
1.446500000000000000e+03,1.195170932418587312e-24
1.446750000000000000e+03,9.403724591933685298e-25
1.447000000000000000e+03,8.023189478083568500e-25
1.447250000000000000e+03,2.222534009158212799e-25
1.447500000000000000e+03,2.083379870237219679e-25
1.447750000000000000e+03,1.818138464113037286e-25
1.448000000000000000e+03,4.736759706177087742e-25
1.448250000000000000e+03,5.020922519647027910e-25
1.448500000000000000e+03,4.241625405118437042e-25
1.448750000000000000e+03,1.931871651671561748e-25
1.449000000000000000e+03,7.611494753227206144e-25
1.449250000000000000e+03,7.967807228818886007e-25
1.449500000000000000e+03,3.204821800387320443e-25
1.449750000000000000e+03,2.602972879680059679e-25
1.450000000000000000e+03,1.332757886119592148e-24
1.450250000000000000e+03,8.974253946597110720e-25
1.450500000000000000e+03,9.127160318617370332e-25
1.450750000000000000e+03,5.722068721865936548e-25
1.451000000000000000e+03,4.782565924250325827e-25
1.451250000000000000e+03,1.275867183380182560e-24
1.451500000000000000e+03,1.216843025400480065e-24
1.451750000000000000e+03,1.052920033728487431e-24
1.452000000000000000e+03,4.458210100433259640e-25
1.452250000000000000e+03,6.219779521322810200e-25
1.452500000000000000e+03,5.875749900103593240e-25
1.452750000000000000e+03,5.647883395906676240e-25
1.453000000000000000e+03,3.651661106723679978e-25
1.453250000000000000e+03,4.267515259232499406e-25
1.453500000000000000e+03,5.962017171215949278e-25
1.453750000000000000e+03,1.307242597047532106e-25
1.454000000000000000e+03,8.135825317535116838e-25
1.454250000000000000e+03,7.401135372254663278e-25
1.454500000000000000e+03,5.072068482242573938e-25
1.454750000000000000e+03,7.188765383931412576e-25
1.455000000000000000e+03,9.854167984716504315e-25
1.455250000000000000e+03,5.679302072377433565e-25
1.455500000000000000e+03,3.641241230468404921e-25
1.455750000000000000e+03,6.259693451972930859e-25
1.456000000000000000e+03,6.049632894615362253e-25
1.456250000000000000e+03,7.322617374819402209e-25
1.456500000000000000e+03,9.438735610407419569e-25
1.456750000000000000e+03,6.786388600981925836e-25
1.457000000000000000e+03,1.262131255503504862e-24
1.457250000000000000e+03,9.826068332355220703e-25
1.457500000000000000e+03,3.527953953242221053e-25
1.457750000000000000e+03,8.433248614313879048e-25
1.458000000000000000e+03,4.667788278581840463e-25
1.458250000000000000e+03,7.247047779789494596e-25
1.458500000000000000e+03,3.759298343486133193e-25
1.458750000000000000e+03,5.154465576776831911e-25
1.459000000000000000e+03,9.018814095464264242e-25
1.459250000000000000e+03,4.327958009220542635e-25
1.459500000000000000e+03,3.841099209247583775e-26
1.459750000000000000e+03,2.331432336652051211e-25
1.460000000000000000e+03,4.125326836791600738e-25
1.460250000000000000e+03,2.832654057518003996e-25
1.460500000000000000e+03,1.371859790060626738e-25
1.460750000000000000e+03,4.220722836839211582e-26
1.461000000000000000e+03,7.278839279955247612e-26
1.461250000000000000e+03,5.663875101540859575e-25
1.461500000000000000e+03,1.297260837323428472e-24
1.461750000000000000e+03,1.107438103786286025e-24
1.462000000000000000e+03,2.327862842210038504e-25
1.462250000000000000e+03,4.061520384410113509e-25
1.462500000000000000e+03,4.561211715959772224e-25
1.462750000000000000e+03,4.135808117165921760e-25
1.463000000000000000e+03,1.745248016925076840e-25
1.463250000000000000e+03,5.358641122609235034e-25
1.463500000000000000e+03,8.453495568029523327e-25
1.463750000000000000e+03,1.090053424358097465e-24
1.464000000000000000e+03,1.000264711888716239e-24
1.464250000000000000e+03,7.700061608818500584e-25
1.464500000000000000e+03,4.193097675836431513e-25
1.464750000000000000e+03,3.160509924479918455e-25
1.465000000000000000e+03,5.012723897508046137e-25
1.465250000000000000e+03,5.038714718523707777e-25
1.465500000000000000e+03,1.007353932104595761e-24
1.465750000000000000e+03,1.233134124488803158e-24
1.466000000000000000e+03,1.095546123263852876e-24
1.466250000000000000e+03,6.684994438748446249e-25
1.466500000000000000e+03,1.408830442140542631e-25
1.466750000000000000e+03,2.481376666092040010e-25
1.467000000000000000e+03,7.417627774207777417e-25
1.467250000000000000e+03,1.083863699895137725e-24
1.467500000000000000e+03,1.279176253618567834e-24
1.467750000000000000e+03,1.145535365275013387e-24
1.468000000000000000e+03,4.533494785524818462e-25
1.468250000000000000e+03,1.201008787552329960e-24
1.468500000000000000e+03,1.038665662941580119e-24
1.468750000000000000e+03,4.742528604493628628e-25
1.469000000000000000e+03,1.162682004586938164e-24
1.469250000000000000e+03,6.729105066294857995e-25
1.469500000000000000e+03,7.633064177369221108e-26
1.469750000000000000e+03,1.956849598045438435e-25
1.470000000000000000e+03,1.079646297200626385e-24
1.470250000000000000e+03,3.569848514294754957e-25
1.470500000000000000e+03,2.374374780320990192e-25
1.470750000000000000e+03,3.284122026976284804e-25
1.471000000000000000e+03,4.924627957300170922e-25
1.471250000000000000e+03,8.680930937231511363e-25
1.471500000000000000e+03,5.002870509584552627e-25
1.471750000000000000e+03,4.398249431941913870e-25
1.472000000000000000e+03,3.219085550017171217e-25
1.472250000000000000e+03,1.029593966265937623e-24
1.472500000000000000e+03,9.298697095180406542e-25
1.472750000000000000e+03,3.927801037869476345e-25
1.473000000000000000e+03,3.193541613070710738e-25
1.473250000000000000e+03,5.412150706039160415e-25
1.473500000000000000e+03,3.175622933159577120e-25
1.473750000000000000e+03,7.749511276084023534e-25
1.474000000000000000e+03,4.942445251363072769e-25
1.474250000000000000e+03,3.659036308494232090e-25
1.474500000000000000e+03,1.476139506946749117e-25
1.474750000000000000e+03,2.149144211255961655e-25
1.475000000000000000e+03,5.995203049989145933e-25
1.475250000000000000e+03,3.939158509068782847e-25
1.475500000000000000e+03,5.497924935116150224e-25
1.475750000000000000e+03,8.163163182099441658e-25
1.476000000000000000e+03,9.303758957705168437e-25
1.476250000000000000e+03,9.698036648463474244e-25
1.476500000000000000e+03,6.245295924885251818e-25
1.476750000000000000e+03,3.603711790696750671e-25
1.477000000000000000e+03,4.980333440609349703e-25
1.477250000000000000e+03,2.338951538362103321e-25
1.477500000000000000e+03,5.113928586970190926e-25
1.477750000000000000e+03,8.429451231667558729e-25
1.478000000000000000e+03,4.430338465805774448e-25
1.478250000000000000e+03,8.330889646187080599e-25
1.478500000000000000e+03,9.963594821050004968e-25
1.478750000000000000e+03,9.695261802036655473e-25
1.479000000000000000e+03,7.836656110454630936e-25
1.479250000000000000e+03,7.785236894176476616e-25
1.479500000000000000e+03,6.807253488092449543e-25
1.479750000000000000e+03,8.879311159889463164e-25
1.480000000000000000e+03,7.129452298413469558e-25
1.480250000000000000e+03,3.587123372024328396e-25
1.480500000000000000e+03,2.877154241355476951e-25
1.480750000000000000e+03,1.083745645609989934e-24
1.481000000000000000e+03,1.194024648606021102e-24
1.481250000000000000e+03,1.056034346225469635e-24
1.481500000000000000e+03,4.971362820104878578e-25
1.481750000000000000e+03,5.559549458617585627e-25
1.482000000000000000e+03,3.778241964830414619e-25
1.482250000000000000e+03,8.285975293229253452e-25
1.482500000000000000e+03,1.162162615569927143e-24
1.482750000000000000e+03,9.831919224866343915e-25
1.483000000000000000e+03,6.003506255473086611e-25
1.483250000000000000e+03,7.492423805097955901e-25
1.483500000000000000e+03,9.600976615613689626e-25
1.483750000000000000e+03,7.389161044161250540e-25
1.484000000000000000e+03,5.230146753813203392e-25
1.484250000000000000e+03,3.056309546199910878e-25
1.484500000000000000e+03,9.865415496125369046e-25
1.484750000000000000e+03,3.717604956766603569e-25
1.485000000000000000e+03,7.364175256290437644e-26
1.485250000000000000e+03,8.489469920855738231e-26
1.485500000000000000e+03,1.540446607030872046e-25
1.485750000000000000e+03,8.012263048817803430e-25
1.486000000000000000e+03,1.002355621970772991e-24
1.486250000000000000e+03,7.877432555743178346e-25
1.486500000000000000e+03,7.288512987733497989e-25
1.486750000000000000e+03,3.729673066937585936e-25
1.487000000000000000e+03,7.481285712480276913e-25
1.487250000000000000e+03,9.435957928113033352e-25
1.487500000000000000e+03,6.750448902040029670e-25
1.487750000000000000e+03,5.999288234817598398e-25
1.488000000000000000e+03,4.981193657753126426e-25
1.488250000000000000e+03,3.551867443545738179e-25
1.488500000000000000e+03,6.853879737864273506e-25
1.488750000000000000e+03,8.258751769401830458e-25
1.489000000000000000e+03,8.243271188303591444e-25
1.489250000000000000e+03,3.417648464871851122e-25
1.489500000000000000e+03,4.300976266060695498e-25
1.489750000000000000e+03,5.334518169064255806e-25
1.490000000000000000e+03,6.712726336611233799e-25
1.490250000000000000e+03,6.811507088098960962e-25
1.490500000000000000e+03,2.826576771299013112e-25
1.490750000000000000e+03,2.826152496302315718e-25
1.491000000000000000e+03,3.327380011185458171e-25
1.491250000000000000e+03,6.642779125881887305e-25
1.491500000000000000e+03,5.044423237760135437e-25
1.491750000000000000e+03,2.569938176818101953e-25
1.492000000000000000e+03,4.207026998474578485e-25
1.492250000000000000e+03,1.109164050899532831e-25
1.492500000000000000e+03,4.585886858818468249e-25
1.492750000000000000e+03,6.244268905212694452e-25
1.493000000000000000e+03,4.684035756403118668e-25
1.493250000000000000e+03,1.245174107786884137e-24
1.493500000000000000e+03,1.267749051267580449e-24
1.493750000000000000e+03,9.844005447331973629e-25
1.494000000000000000e+03,7.428458299036355011e-25
1.494250000000000000e+03,5.210993687657480186e-25
1.494500000000000000e+03,6.326621843253818803e-25
1.494750000000000000e+03,9.419177521955628979e-25
1.495000000000000000e+03,8.417663384634606342e-25
1.495250000000000000e+03,9.342966116185196005e-25
1.495500000000000000e+03,6.138157422531400319e-25
1.495750000000000000e+03,9.272244334529269803e-25
1.496000000000000000e+03,6.785769212542532260e-25
1.496250000000000000e+03,5.735974862122653857e-25
1.496500000000000000e+03,5.643554500263322755e-25
1.496750000000000000e+03,7.610845311257473450e-25
1.497000000000000000e+03,1.106343525545299102e-24
1.497250000000000000e+03,6.129719423905075130e-25
1.497500000000000000e+03,8.656118406679508159e-25
1.497750000000000000e+03,8.076398281600154388e-25
1.498000000000000000e+03,4.752960987838402559e-25
1.498250000000000000e+03,2.379923161075965903e-25
1.498500000000000000e+03,7.413770478411907465e-25
1.498750000000000000e+03,5.689938809777618062e-25
1.499000000000000000e+03,5.717355263967215291e-25
1.499250000000000000e+03,6.987106372683112179e-25
1.499500000000000000e+03,9.781078270393001151e-25
1.499750000000000000e+03,1.470289434404990914e-25
1.500000000000000000e+03,1.272392060835070961e-25
1.500250000000000000e+03,8.489535786553800094e-25
1.500500000000000000e+03,1.545542650466262007e-25
1.500750000000000000e+03,2.546303482791383085e-25
1.501000000000000000e+03,2.393755868971811738e-25
1.501250000000000000e+03,2.933519729297964041e-25
1.501500000000000000e+03,7.364305455979477200e-25
1.501750000000000000e+03,7.561164185818282155e-25
1.502000000000000000e+03,6.826640253877282100e-25
1.502250000000000000e+03,4.521143580667906738e-25
1.502500000000000000e+03,3.405219535485890718e-25
1.502750000000000000e+03,2.973061258261699698e-25
1.503000000000000000e+03,4.087412667856958688e-25
1.503250000000000000e+03,4.262007753518786522e-25
1.503500000000000000e+03,7.435930572197218521e-25
1.503750000000000000e+03,5.887441585557427820e-25
1.504000000000000000e+03,1.124292861735672366e-25
1.504250000000000000e+03,3.406553999607873506e-25
1.504500000000000000e+03,4.103702881261854986e-25
1.504750000000000000e+03,6.928692931708017130e-25
1.505000000000000000e+03,1.908525974867077209e-25
1.505250000000000000e+03,3.641709964104629624e-25
1.505500000000000000e+03,3.704759662976123547e-25
1.505750000000000000e+03,5.173792580596872519e-25
1.506000000000000000e+03,2.738439124041737699e-25
1.506250000000000000e+03,6.686922412705029646e-25
1.506500000000000000e+03,1.376182685702229041e-24
1.506750000000000000e+03,8.045766341317679009e-25
1.507000000000000000e+03,5.855486958837617300e-25
1.507250000000000000e+03,3.549367838425415513e-25
1.507500000000000000e+03,7.079132712806078700e-25
1.507750000000000000e+03,8.059263046332878034e-25
1.508000000000000000e+03,4.810349763887929671e-25
1.508250000000000000e+03,2.653809059514017984e-25
1.508500000000000000e+03,2.738199863509471940e-25
1.508750000000000000e+03,4.132718185902439866e-25
1.509000000000000000e+03,1.566131986868902654e-24
1.509250000000000000e+03,9.990575465833075321e-25
1.509500000000000000e+03,8.158180639784334378e-25
1.509750000000000000e+03,7.257493552274880376e-25
1.510000000000000000e+03,6.208903747968076746e-25
1.510250000000000000e+03,4.406293350768206123e-25
1.510500000000000000e+03,8.837027522659485466e-25
1.510750000000000000e+03,8.327329962602595720e-25
1.511000000000000000e+03,4.626765016726526308e-25
1.511250000000000000e+03,2.434984059399926110e-25
1.511500000000000000e+03,3.187414202699877248e-25
1.511750000000000000e+03,6.792143625659963117e-25
1.512000000000000000e+03,7.502399846900572384e-25
1.512250000000000000e+03,6.590155709848202585e-25
1.512500000000000000e+03,2.640108159062839536e-25
1.512750000000000000e+03,1.230480549025860177e-24
1.513000000000000000e+03,1.240672317281540803e-24
1.513250000000000000e+03,1.062474821106790972e-24
1.513500000000000000e+03,5.657115076607696617e-25
1.513750000000000000e+03,4.675819724150501397e-25
1.514000000000000000e+03,8.373096870588655947e-25
1.514250000000000000e+03,4.859562453047277203e-25
1.514500000000000000e+03,4.704681175614446429e-25
1.514750000000000000e+03,1.617825291731233168e-25
1.515000000000000000e+03,9.455420715381290504e-25
1.515250000000000000e+03,1.078561520844325864e-24
1.515500000000000000e+03,3.984787865008650801e-25
1.515750000000000000e+03,2.552569300563059721e-25
1.516000000000000000e+03,2.248974561495388026e-25
1.516250000000000000e+03,5.753637716696209059e-25
1.516500000000000000e+03,7.736815719887084544e-25
1.516750000000000000e+03,6.161972589198377479e-25
1.517000000000000000e+03,6.371962308409738855e-25
1.517250000000000000e+03,9.379381863722711914e-25
1.517500000000000000e+03,3.402599354158744275e-25
1.517750000000000000e+03,4.806088218949707676e-25
1.518000000000000000e+03,7.914512805532764480e-25
1.518250000000000000e+03,1.010839534108773962e-24
1.518500000000000000e+03,6.105883471816191600e-25
1.518750000000000000e+03,5.223868757005362889e-25
1.519000000000000000e+03,6.430201657010775439e-25
1.519250000000000000e+03,5.542160709920547371e-25
1.519500000000000000e+03,1.733667900673674089e-25
1.519750000000000000e+03,2.810966694619594232e-25
1.520000000000000000e+03,6.614828932119189420e-25
1.520250000000000000e+03,4.453939719552825280e-25
1.520500000000000000e+03,5.245922082425236195e-25
1.520750000000000000e+03,7.430842861022499674e-25
1.521000000000000000e+03,7.755979154704828025e-25
1.521250000000000000e+03,4.963097760460667133e-25
1.521500000000000000e+03,5.529508574010667350e-25
1.521750000000000000e+03,8.960400136153794601e-25
1.522000000000000000e+03,6.935212159963326955e-25
1.522250000000000000e+03,1.362771555773624111e-25
1.522500000000000000e+03,3.570592582538658636e-25
1.522750000000000000e+03,7.546528285858798252e-25
1.523000000000000000e+03,1.014394235636350956e-24
1.523250000000000000e+03,5.216703340743045008e-25
1.523500000000000000e+03,6.015515756213139803e-25
1.523750000000000000e+03,8.003093859376239432e-25
1.524000000000000000e+03,5.497620773544786617e-25
1.524250000000000000e+03,1.041780340022747026e-24
1.524500000000000000e+03,8.795662714389302265e-25
1.524750000000000000e+03,5.545366422639788341e-25
1.525000000000000000e+03,4.665886020621122849e-25
1.525250000000000000e+03,3.137212620545643992e-25
1.525500000000000000e+03,2.372369257585305625e-25
1.525750000000000000e+03,2.221700128342809748e-25
1.526000000000000000e+03,7.514336337751114215e-25
1.526250000000000000e+03,5.211897618575485529e-25
1.526500000000000000e+03,6.003686633189255705e-25
1.526750000000000000e+03,6.652797693851857288e-25
1.527000000000000000e+03,9.017010462616433346e-25
1.527250000000000000e+03,9.227195811010685293e-25
1.527500000000000000e+03,9.677730106094292089e-25
1.527750000000000000e+03,3.098680799696716184e-25
1.528000000000000000e+03,8.441919365074724079e-25
1.528250000000000000e+03,9.065163428172495857e-25
1.528500000000000000e+03,1.174932733977149078e-24
1.528750000000000000e+03,1.328825848972204497e-24
1.529000000000000000e+03,3.698284640229635940e-25
1.529250000000000000e+03,6.041948018942874747e-25
1.529500000000000000e+03,6.646570734764565673e-25
1.529750000000000000e+03,4.457391378282435250e-25
1.530000000000000000e+03,3.105040707389713685e-25
1.530250000000000000e+03,3.256795366948014113e-25
1.530500000000000000e+03,8.338087655312037214e-25
1.530750000000000000e+03,6.438295460006862571e-25
1.531000000000000000e+03,4.832139057748398630e-25
1.531250000000000000e+03,3.357789199580139440e-25
1.531500000000000000e+03,8.252799336673180075e-25
1.531750000000000000e+03,7.079161041850894413e-25
1.532000000000000000e+03,7.165367972828821679e-25
1.532250000000000000e+03,5.053894563063793303e-25
1.532500000000000000e+03,2.557552513834040272e-25
1.532750000000000000e+03,3.200222815570614868e-25
1.533000000000000000e+03,7.919788990770708593e-25
1.533250000000000000e+03,1.237647326324139540e-24
1.533500000000000000e+03,8.299152040364473138e-25
1.533750000000000000e+03,4.479363878444119883e-25
1.534000000000000000e+03,1.950348896700808054e-25
1.534250000000000000e+03,7.569664122760453017e-25
1.534500000000000000e+03,4.272289916703554883e-25
1.534750000000000000e+03,4.580118400570202807e-25
1.535000000000000000e+03,5.916428952937611263e-25
1.535250000000000000e+03,5.734529764133973211e-25
1.535500000000000000e+03,1.029251202626406018e-24
1.535750000000000000e+03,9.170482988717626091e-25
1.536000000000000000e+03,8.349368837515775331e-25
1.536250000000000000e+03,7.898064441543442098e-25
1.536500000000000000e+03,5.965336924888061833e-25
1.536750000000000000e+03,5.303971693419795689e-25
1.537000000000000000e+03,4.278082363333307145e-25
1.537250000000000000e+03,7.083056703549136140e-25
1.537500000000000000e+03,4.807089679709566273e-25
1.537750000000000000e+03,2.782239705866744804e-25
1.538000000000000000e+03,3.379113689087551263e-25
1.538250000000000000e+03,6.208304737379131849e-25
1.538500000000000000e+03,4.465292062449847648e-25
1.538750000000000000e+03,1.046933396263419155e-24
1.539000000000000000e+03,5.442089669871301240e-25
1.539250000000000000e+03,2.111320697189929829e-25
1.539500000000000000e+03,3.610333448778334942e-25
1.539750000000000000e+03,2.031621964349268963e-25
1.540000000000000000e+03,1.396187212133477831e-25
1.540250000000000000e+03,3.784277009418872669e-25
1.540500000000000000e+03,7.411444165299529872e-25
1.540750000000000000e+03,7.571813944114798181e-25
1.541000000000000000e+03,8.021361590864268865e-25
1.541250000000000000e+03,6.766208370667699277e-25
1.541500000000000000e+03,3.089787344157745628e-25
1.541750000000000000e+03,1.646973301385238035e-25
1.542000000000000000e+03,2.482315871718387264e-25
1.542250000000000000e+03,7.334727259913045780e-25
1.542500000000000000e+03,1.013751457383541667e-24
1.542750000000000000e+03,7.508318778997757235e-25
1.543000000000000000e+03,9.285575294231501717e-25
1.543250000000000000e+03,6.894455514376609791e-25
1.543500000000000000e+03,3.686238461367272619e-25
1.543750000000000000e+03,2.443305207982602876e-25
1.544000000000000000e+03,7.412508220865844489e-25
1.544250000000000000e+03,8.203840394945221448e-25
1.544500000000000000e+03,9.046007841944202267e-25
1.544750000000000000e+03,1.222522669495102785e-24
1.545000000000000000e+03,8.533820088902432178e-25
1.545250000000000000e+03,6.539464569597598315e-25
1.545500000000000000e+03,5.101781058786426993e-25
1.545750000000000000e+03,6.659739236910493233e-25
1.546000000000000000e+03,6.958854435835041114e-25
1.546250000000000000e+03,3.990568554046627291e-25
1.546500000000000000e+03,2.648686797532855627e-25
1.546750000000000000e+03,1.057509153345185589e-25
1.547000000000000000e+03,2.028847830111636096e-25
1.547250000000000000e+03,1.728194374366520445e-25
1.547500000000000000e+03,3.087844008513033782e-25
1.547750000000000000e+03,8.137120125566717310e-25
1.548000000000000000e+03,4.640215826849538807e-25
1.548250000000000000e+03,4.167509909227773546e-25
1.548500000000000000e+03,6.898807939089629587e-25
1.548750000000000000e+03,4.446171559405031462e-25
1.549000000000000000e+03,5.525633140636418641e-25
1.549250000000000000e+03,7.802288580250125089e-26
1.549500000000000000e+03,7.217693878163915134e-25
1.549750000000000000e+03,3.769351695043589947e-25
1.550000000000000000e+03,5.108233024133189222e-25
1.550250000000000000e+03,1.474184811943660025e-25
1.550500000000000000e+03,2.245941556466148734e-25
1.550750000000000000e+03,5.205398160715177726e-25
1.551000000000000000e+03,3.558469341643092114e-25
1.551250000000000000e+03,8.505679929613340425e-25
1.551500000000000000e+03,9.340176954952047197e-25
1.551750000000000000e+03,6.569007695606345412e-25
1.552000000000000000e+03,8.200313628305266830e-25
1.552250000000000000e+03,5.837297713983769365e-25
1.552500000000000000e+03,7.702987710483857827e-25
1.552750000000000000e+03,6.702401506615360154e-25
1.553000000000000000e+03,2.952149594888145172e-25
1.553250000000000000e+03,4.970619779455475061e-25
1.553500000000000000e+03,5.490176305547999015e-25
1.553750000000000000e+03,3.677366283226532801e-25
1.554000000000000000e+03,4.361134010506193687e-25
1.554250000000000000e+03,1.222198338805320907e-25
1.554500000000000000e+03,6.824107597488478942e-25
1.554750000000000000e+03,1.008745080974253064e-24
1.555000000000000000e+03,2.530856506727082605e-25
1.555250000000000000e+03,1.450879680305003264e-25
1.555500000000000000e+03,5.435884503612516583e-25
1.555750000000000000e+03,1.224139730851050072e-24
1.556000000000000000e+03,5.234622461874305832e-25
1.556250000000000000e+03,1.294681464785630535e-24
1.556500000000000000e+03,6.797392045964712218e-25
1.556750000000000000e+03,1.552681001806920652e-25
1.557000000000000000e+03,3.231199811791301151e-25
1.557250000000000000e+03,6.236689841369458454e-25
1.557500000000000000e+03,9.531051084409711108e-25
1.557750000000000000e+03,8.816080437354612811e-25
1.558000000000000000e+03,6.223892157812855764e-25
1.558250000000000000e+03,3.503866865827988152e-25
1.558500000000000000e+03,4.946598890500354545e-25
1.558750000000000000e+03,3.929673359178178619e-25
1.559000000000000000e+03,7.041151648494814289e-25
1.559250000000000000e+03,3.008576984337136456e-25
1.559500000000000000e+03,1.426721115176571500e-25
1.559750000000000000e+03,3.283301670871338358e-25
1.560000000000000000e+03,2.633472252332227132e-25
1.560250000000000000e+03,8.340207300478317480e-25
1.560500000000000000e+03,1.023466306105069040e-24
1.560750000000000000e+03,3.763999030496243956e-25
1.561000000000000000e+03,4.147092720246554709e-25
1.561250000000000000e+03,4.159497106605265033e-25
1.561500000000000000e+03,3.183640071022093178e-25
1.561750000000000000e+03,3.449184499223907171e-25
1.562000000000000000e+03,4.177056880408406815e-25
1.562250000000000000e+03,6.817615260776908367e-25
1.562500000000000000e+03,3.645950504769834684e-25
1.562750000000000000e+03,6.540515706754828804e-25
1.563000000000000000e+03,6.174814029859223605e-25
1.563250000000000000e+03,6.947878340953103955e-25
1.563500000000000000e+03,8.676467609982702207e-25
1.563750000000000000e+03,5.076288947105950884e-25
1.564000000000000000e+03,4.046807914890752999e-25
1.564250000000000000e+03,7.540106080464043145e-25
1.564500000000000000e+03,5.195528071252873264e-25
1.564750000000000000e+03,4.221499619891779821e-25
1.565000000000000000e+03,3.627857043806695073e-25
1.565250000000000000e+03,4.865687764779887569e-25
1.565500000000000000e+03,2.446647788357273986e-25
1.565750000000000000e+03,3.940510279700772054e-25
1.566000000000000000e+03,4.682042233290844499e-25
1.566250000000000000e+03,6.805047644097199938e-25
1.566500000000000000e+03,7.380017966438701950e-25
1.566750000000000000e+03,7.780674661521470804e-25
1.567000000000000000e+03,6.058020115038709907e-25
1.567250000000000000e+03,6.912209325945836154e-25
1.567500000000000000e+03,7.172336589692998297e-25
1.567750000000000000e+03,3.308693107788108346e-25
1.568000000000000000e+03,6.057342112451220620e-25
1.568250000000000000e+03,3.409685811786248369e-25
1.568500000000000000e+03,2.419348311807478592e-25
1.568750000000000000e+03,7.004858742900495952e-25
1.569000000000000000e+03,4.456499229432743944e-25
1.569250000000000000e+03,5.230974393113731884e-25
1.569500000000000000e+03,2.520738893316668103e-25
1.569750000000000000e+03,6.707710942099865687e-25
1.570000000000000000e+03,7.536615692478710018e-25
1.570250000000000000e+03,3.720010204795652577e-25
1.570500000000000000e+03,4.395218771189302102e-25
1.570750000000000000e+03,1.030836376350108182e-24
1.571000000000000000e+03,7.705782709839734794e-25
1.571250000000000000e+03,2.184321226864815162e-25
1.571500000000000000e+03,3.301914558683855399e-25
1.571750000000000000e+03,4.193817083072055340e-25
1.572000000000000000e+03,5.601158314502389042e-25
1.572250000000000000e+03,7.987079307367933864e-25
1.572500000000000000e+03,7.453963458564505906e-25
1.572750000000000000e+03,7.949092347455449639e-25
1.573000000000000000e+03,7.919400492255475609e-25
1.573250000000000000e+03,4.938727748826019368e-25
1.573500000000000000e+03,3.156089142508705427e-25
1.573750000000000000e+03,5.136519720042171305e-25
1.574000000000000000e+03,3.023767127030719903e-25
1.574250000000000000e+03,5.322239088091102588e-25
1.574500000000000000e+03,5.996163899590176586e-25
1.574750000000000000e+03,3.852211602922944413e-25
1.575000000000000000e+03,6.009674796864555315e-25
1.575250000000000000e+03,7.639790764735013353e-25
1.575500000000000000e+03,2.973983452560613749e-25
1.575750000000000000e+03,5.776648732419022096e-25
1.576000000000000000e+03,8.494076491975737209e-25
1.576250000000000000e+03,3.861780409120837245e-25
1.576500000000000000e+03,1.191310994809452348e-25
1.576750000000000000e+03,2.116701499033452391e-25
1.577000000000000000e+03,3.294516435181468995e-25
1.577250000000000000e+03,2.633826881356728680e-25
1.577500000000000000e+03,4.666273675080496506e-25
1.577750000000000000e+03,4.901179023254028343e-25
1.578000000000000000e+03,2.074365788818639081e-25
1.578250000000000000e+03,5.092580818280218005e-25
1.578500000000000000e+03,3.162634380467969697e-25
1.578750000000000000e+03,2.842487405812237776e-25
1.579000000000000000e+03,3.307621202944737957e-25
1.579250000000000000e+03,6.787376162148783413e-25
1.579500000000000000e+03,6.185999599371501362e-25
1.579750000000000000e+03,1.431661199881830987e-25
1.580000000000000000e+03,2.390832242191434197e-25
1.580250000000000000e+03,1.918594944829845997e-25
1.580500000000000000e+03,3.577930709374529204e-25
1.580750000000000000e+03,6.566237984341695045e-25
1.581000000000000000e+03,2.476436010683954529e-25
1.581250000000000000e+03,1.048269454641572247e-25
1.581500000000000000e+03,1.923169148325859665e-25
1.581750000000000000e+03,5.031577745218813616e-25
1.582000000000000000e+03,7.056063386458565272e-25
1.582250000000000000e+03,4.566309367961107863e-25
1.582500000000000000e+03,6.766753971136402298e-25
1.582750000000000000e+03,8.329844085040835065e-25
1.583000000000000000e+03,8.432880188157415868e-25
1.583250000000000000e+03,5.534492344498267357e-25
1.583500000000000000e+03,5.631028058989926242e-25
1.583750000000000000e+03,3.901383916549373026e-25
1.584000000000000000e+03,7.298999190330035243e-25
1.584250000000000000e+03,1.029146757288154198e-24
1.584500000000000000e+03,5.771893569327102649e-25
1.584750000000000000e+03,4.676642459721292218e-25
1.585000000000000000e+03,5.544632202954504190e-25
1.585250000000000000e+03,5.545500698018185860e-25
1.585500000000000000e+03,3.873973523864973969e-25
1.585750000000000000e+03,4.768478753518908848e-25
1.586000000000000000e+03,3.358455293654391309e-25
1.586250000000000000e+03,2.198951341067374781e-25
1.586500000000000000e+03,9.793302677290516279e-26
1.586750000000000000e+03,1.719066299710401817e-25
1.587000000000000000e+03,3.373204597737203335e-25
