# rightAscensionRad sineDeclination polarizationAngleRad cosineInclination distanceMpc phaseRad
5.712040642937759 0.1166374756081516 2.276795397466847 0.6873881806124087 1.000000000000003e-06 0.4539559235891346
5.696273688394775 0.1923504219176117 0.6621002371302304 -0.0603720733493076 1.000000000000003e-06 4.518497922308783
0.4782817201171085 -0.4813799723616262 0.5106054684417229 -0.01918866010722479 1.000000000000003e-06 3.485450485777446
0.4790215800779676 -0.4799308833264579 0.5139000633277924 -0.01767620550043562 1.000000000000003e-06 3.494142955028816
5.52795889005771 0.1118308442154363 0.7250589516118039 0.03617123442283213 1.000000000000003e-06 0.8709081496302248
5.528125162862171 0.1116307307892621 0.7246242380570664 0.03288194888863484 1.000000000000003e-06 0.8726612434316346
5.528150706901446 0.1112388160949279 0.7261051190638264 0.03566153871007643 1.000000000000003e-06 0.8803009878694921
5.527399330479169 0.1097164154502499 0.7262608782622304 0.03252191706183879 1.000000000000003e-06 0.886237355409938
5.528881149246508 0.1100416334413699 0.7275343325683292 0.03885081179138202 1.000000000000003e-06 0.8972225545687448
5.530611791110457 0.1109494837883151 0.7247752473306729 0.03799466439610896 1.000000000000003e-06 0.8901790531347427
5.529211735407237 0.1106040189502463 0.7252047969399968 0.04428659910839208 1.000000000000003e-06 0.8923330864908592
5.529401985310137 0.1101463481701109 0.7216284851493063 0.05131986817562086 1.000000000000003e-06 0.8914500203844988
5.529713010642254 0.1093529282994983 0.7214942460964768 0.04805429532748855 1.000000000000003e-06 0.8922803435911859
2.123061292120433 0.06500750095236198 2.660724222047111 -0.1337051926654275 1.000000000000003e-06 0.006725965340496177
5.530400519876776 0.1088854289565514 0.7221144687154016 0.04538241556452183 1.000000000000003e-06 0.8807761750858443
1.929144016821376 0.4815202190520911 1.160236823281502 -0.1857361500124343 1.000000000000003e-06 3.338761389896635
5.530425563606201 0.1091669234907336 0.7179548322530885 0.04009599812746362 1.000000000000003e-06 0.8827416689272197
5.530239211028079 0.1088409919381988 0.7145633821657527 0.04341435022722358 1.000000000000003e-06 0.8912011480428158
2.115661716256781 0.08330740480098102 1.094895826898553 -0.135555399104665 1.000000000000003e-06 3.209718974288234
5.529496290044763 0.1077901809721445 0.7166711354531006 0.04337284592361638 1.000000000000003e-06 0.8780098788220841
5.530432999476408 0.1084652438420088 0.719142908324886 0.04137749223543779 1.000000000000003e-06 0.8694493718529168
2.118657544137499 0.08197449600011707 1.075257731888576 -0.1309427693432373 1.000000000000003e-06 3.146281457261906
5.532114731121267 0.1073065985065754 0.7178563118817335 0.0476443226997449 1.000000000000003e-06 0.8751234569360669
1.929478444697999 0.5063726758778712 2.691254028476723 -0.1773204607282087 1.000000000000003e-06 0.1945952926755483
0.383967864769085 -0.3045018361878365 0.4486506261557304 -0.1962402768823926 1.000000000000003e-06 2.877044782526248
2.548444791443873 0.94088254289347 3.05528866239018 -0.1504544174514582 1.000000000000003e-06 0.6330988648470023
0.385217229540592 -0.3059111869420931 0.4527179199092126 -0.2009780896928578 1.000000000000003e-06 2.884522672830955
5.529576597865598 0.1063168082107693 0.7122312476521582 0.034331161967398 1.000000000000003e-06 0.8368142649709188
0.393444464358024 -0.326038417308972 0.4551491824875411 -0.1953333453709936 1.000000000000003e-06 2.899945891842794
0.3943048252507355 -0.3265065913357129 0.4548930939536509 -0.201888748375588 1.000000000000003e-06 2.89613375326866
5.527641195100778 0.1069714305940224 2.285603452843925 0.03352898268831354 1.000000000000003e-06 3.980535789536624
0.3870883774796817 -0.3111821841308481 0.4663437651723739 -0.1968090098531014 1.000000000000003e-06 2.906270001973821
3.14183740982695 0.02774276117655732 1.795005690595102 0.1604444777417628 1.000000000000003e-06 2.608900355870782
3.140973574474985 0.02703269845259494 1.794558165929234 0.1783529924382726 1.000000000000003e-06 2.615624526796065
0.3852692969864525 -0.3114590875171371 0.4620271177997453 -0.1889505139602039 1.000000000000003e-06 2.881817146768566
3.193250813707759 0.06639696428739641 0.09314731251114182 0.1861857434060593 1.000000000000003e-06 5.857371234979182
3.638120024886815 -0.883166288682961 2.623603335092543 0.2207082467136967 1.000000000000003e-06 1.41765423535579
4.402713173062527 -0.1607557067888774 2.404792350037906 0.192590956713007 1.000000000000003e-06 0.7550433544173496
4.40101691754439 -0.1598778189998349 2.403596507397164 0.1275301000564393 1.000000000000003e-06 0.7638083223239134
4.398827628625462 -0.1631130315445829 2.401025810480266 0.08985410682690116 1.000000000000003e-06 0.7545320084119891
3.172793352024524 -0.9182494286901195 0.8359986411634852 0.08323261996453185 1.000000000000003e-06 3.788754562654319
3.173032893215089 -0.9180681951836174 0.8373980601177236 0.09702800335060281 1.000000000000003e-06 3.787608586380091
1.628311943172803 -0.7190814073909733 2.677676626564143 0.2753947358173698 1.000000000000003e-06 2.782726936978209
1.627020108212057 -0.718605518543005 2.671975289290562 0.2622810245404515 1.000000000000003e-06 2.803918556374547
1.627969916333559 -0.7185769836583329 2.673894505587236 0.2801805329285524 1.000000000000003e-06 2.813959402148313
1.628591935024845 -0.7205606007869586 2.681799754875073 0.2599210119244841 1.000000000000003e-06 2.798061752512405
1.629637377883766 -0.7206019223106883 2.685083350063337 0.2754913132367806 1.000000000000003e-06 2.787057495183031
1.630160693353801 -0.7208450279565568 2.680421338677026 0.2740079351030475 1.000000000000003e-06 2.785389564280098
1.630313855477316 -0.7205267455705283 2.681932521449818 0.2685278471450649 1.000000000000003e-06 2.781668268182207
1.630490507517292 -0.7202988846559863 2.691018021869578 0.2649996100193728 1.000000000000003e-06 2.780802782029575
