totalLogLikelihoodDensity residualTermL1 residualTermH1 noiseNormalizationTermL1 noiseNormalizationTermH1 totalLogPriorDensity H1NoiseLogPriorDensity L1NoiseLogPriorDensity gwLogPriorDensity gwExtrinsicLogPriorDensityTracker gwEllipticalWaveletLogPriorDensity
848545.3582888748 -13279.73764808533 -13289.08907952576 437557.0925082429 437557.0925082429 332.5463177679867 0 0 332.5463177679867 -6.206778379787981 338.7530961477747
848545.516227151 -13281.27232705678 -13287.39646227811 437557.0925082429 437557.0925082429 333.0633267246913 0 0 333.0633267246913 -6.206778379787981 339.2701051044793
848549.2735455201 -13279.16514790546 -13285.74632306032 437557.0925082429 437557.0925082429 331.8226663089624 0 0 331.8226663089624 -6.206778379787981 338.0294446887504
848557.3837777381 -13279.41566126654 -13277.38557748122 437557.0925082429 437557.0925082429 330.7658969619926 0 0 330.7658969619926 -6.206778379787981 336.9726753417806
848562.930389022 -13276.09028406038 -13275.16434340345 437557.0925082429 437557.0925082429 333.7504370897333 0 0 333.7504370897333 -6.206778379787981 339.9572154695213
848573.1389856462 -13272.13892867676 -13268.90710216287 437557.0925082429 437557.0925082429 333.5235899978904 0 0 333.5235899978904 -6.206778379787981 339.7303683776784
848573.9061498945 -13269.19310399681 -13271.08576259461 437557.0925082429 437557.0925082429 333.7903859950385 0 0 333.7903859950385 -6.206778379787981 339.9971643748265
848586.5969995888 -13260.63855384968 -13266.94946304738 437557.0925082429 437557.0925082429 332.2089752094853 0 0 332.2089752094853 -6.206778379787981 338.4157535892733
848595.3638472867 -13259.81246268941 -13259.00870650976 437557.0925082429 437557.0925082429 329.8459394489559 0 0 329.8459394489559 -6.206778379787981 336.0527178287439
848596.8263771532 -13258.58310143803 -13258.77553789462 437557.0925082429 437557.0925082429 332.7617142782798 0 0 332.7617142782798 -6.206778379787981 338.9684926580678
848598.2653348381 -13254.75294556407 -13261.16673608374 437557.0925082429 437557.0925082429 331.8036493887503 0 0 331.8036493887503 -6.206778379787981 338.0104277685383
848601.2229324405 -13257.00225883083 -13255.95982521464 437557.0925082429 437557.0925082429 332.5722129657304 0 0 332.5722129657304 -6.206778379787981 338.7789913455184
848601.2305843997 -13256.41721452445 -13256.53721756176 437557.0925082429 437557.0925082429 330.9992330478337 0 0 330.9992330478337 -6.206778379787981 337.2060114276217
848620.3467610468 -13244.83713710066 -13249.00111833839 437557.0925082429 437557.0925082429 332.5468868041141 0 0 332.5468868041141 -6.206778379787981 338.7536651839021
848624.9466376724 -13243.56001986659 -13245.67835894691 437557.0925082429 437557.0925082429 332.4080192155904 0 0 332.4080192155904 -6.206778379787981 338.6147975953784
848634.8015706721 -13239.12879804257 -13240.25464777121 437557.0925082429 437557.0925082429 332.9292980688207 0 0 332.9292980688207 -6.206778379787981 339.1360764486087
848639.7547623846 -13238.25764141305 -13236.17261268823 437557.0925082429 437557.0925082429 333.4441984154915 0 0 333.4441984154915 -6.206778379787981 339.6509767952795
848655.2695072334 -13229.76771000301 -13229.14779924946 437557.0925082429 437557.0925082429 332.3813155792873 0 0 332.3813155792873 -6.206778379787981 338.5880939590753
848656.5121710703 -13228.9028324732 -13228.7700129423 437557.0925082429 437557.0925082429 332.8819919454085 0 0 332.8819919454085 -6.206778379787981 339.0887703251964
848662.7036049191 -13223.48983502392 -13227.99157654287 437557.0925082429 437557.0925082429 331.2061498651364 0 0 331.2061498651364 -6.206778379787981 337.4129282449244
