domain units: sec
measurement data type: double
segment length (sec): 4
sampling rate (Hz): 4096
domain bounds (sec): [0, 4)
support bounds (sec): [0, 4)support indexes: [0, 16384)
---------------
domainValue measuredValue
0 0.4618216021152596
0.000244140625 0.7839160862437479
0.00048828125 0.2319472318711116
0.000732421875 -0.3869117052450531
0.0009765625 -0.4076416109998282
0.001220703125 -0.1269903023253905
0.00146484375 -0.04629670070427912
0.001708984375 -0.08739043505514896
0.001953125 0.03833819489934209
0.002197265625 0.2390616169816504
0.00244140625 0.2411983538539083
0.002685546875 0.02880358498638797
0.0029296875 -0.2166921653271854
0.003173828125 -0.3344466263901275
0.00341796875 -0.1801893030833817
0.003662109375 0.2365138712704442
0.00390625 0.4947487291430234
0.004150390625 0.1338748999863239
0.00439453125 -0.534055064302192
0.004638671875 -0.5864970502191752
0.0048828125 0.2011068191438486
0.005126953125 0.8596699439225467
0.00537109375 0.5600686700983405
0.005615234375 -0.1957782656065895
0.005859375 -0.444276408570377
0.006103515625 -0.2456951700468627
0.00634765625 -0.3177571829940682
0.006591796875 -0.5616603051468033
0.0068359375 -0.1696241721352826
0.007080078125 0.7872940446287925
0.00732421875 1.11014824997161
0.007568359375 0.2114371575725565
0.0078125 -0.9126284880377917
0.008056640625 -1.045722773092236
0.00830078125 -0.2923059074014956
0.008544921875 0.4108790691344094
0.0087890625 0.655195351656138
0.009033203125 0.6467486321616522
0.00927734375 0.4201692784177347
0.009521484375 -0.1416676033810232
0.009765625 -0.6905533487330958
0.010009765625 -0.6307274027300358
0.01025390625 0.004725967532584197
0.010498046875 0.5104681444535639
0.0107421875 0.4318299193428955
0.010986328125 0.03819265270835331
0.01123046875 -0.2200204027401908
0.011474609375 -0.2714179788829958
0.01171875 -0.2651910981571411
0.011962890625 -0.2102266914531851
0.01220703125 -0.02605848911970127
0.012451171875 0.2118745593270947
0.0126953125 0.2826856658525694
0.012939453125 0.06950891161124367
0.01318359375 -0.2564954553068566
0.013427734375 -0.338416428068314
0.013671875 -0.005770489833298672
0.013916015625 0.4508777357565149
0.01416015625 0.5381798302375478
0.014404296875 0.1498803257652033
0.0146484375 -0.2910843008741757
0.014892578125 -0.3631094504666177
0.01513671875 -0.09567290270371857
0.015380859375 0.2181630933585035
0.015625 0.3851569851108999
0.015869140625 0.3163360899954737
0.01611328125 -0.03712168734620335
0.016357421875 -0.4920646172595398
