domain units: sec
measurement data type: double
segment length (sec): 4
sampling rate (Hz): 4096
domain bounds (sec): [0, 4)
support bounds (sec): [0, 4)support indexes: [0, 16384)
---------------
domainValue measuredValue
0 1.86090354970849e-26
0.000244140625 -1.307815293936272e-25
0.00048828125 2.615573296416513e-27
0.000732421875 1.539852584812159e-25
0.0009765625 2.257609051419868e-26
0.001220703125 -1.269238326789088e-25
0.00146484375 6.302701789021664e-27
0.001708984375 1.576910146123226e-25
0.001953125 2.635460681838509e-26
0.002197265625 -1.232686436681523e-25
0.00244140625 9.773694102179553e-27
0.002685546875 1.611671580516378e-25
0.0029296875 2.989007181938882e-26
0.003173828125 -1.198696933956709e-25
0.00341796875 1.297565029009165e-26
0.003662109375 1.643616694541243e-25
0.00390625 3.313139533977568e-26
0.004150390625 -1.167770958318538e-25
0.00439453125 1.585947893640544e-26
0.004638671875 1.672265261042466e-25
0.0048828125 3.603166839035155e-26
0.005126953125 -1.140366029112811e-25
0.00537109375 1.838062762957057e-26
0.005615234375 1.697184172150042e-25
0.005859375 3.854886262632094e-26
0.006103515625 -1.116889215719143e-25
0.00634765625 2.04997487908177e-26
0.006591796875 1.717993920005946e-25
0.0068359375 4.064646005810543e-26
0.007080078125 -1.097691029961432e-25
0.00732421875 2.218329090782302e-26
0.007568359375 1.734374308291075e-25
0.0078125 4.229400358550651e-26
0.008056640625 -1.083060132143837e-25
0.00830078125 2.340400629363913e-26
0.008544921875 1.746069308635599e-25
0.0087890625 4.346756006017695e-26
0.009033203125 -1.073218930610096e-25
0.00927734375 2.41413676926818e-26
0.009521484375 1.752890988317059e-25
0.009765625 4.415008884304443e-26
0.010009765625 -1.068320141842511e-25
0.01025390625 2.438188737161008e-26
0.010498046875 1.754722449081004e-25
0.0107421875 4.433171019052822e-26
0.010986328125 -1.068444364189279e-25
0.01123046875 2.411933374741333e-26
0.011474609375 1.751519731265752e-25
0.01171875 4.400986925927824e-26
0.011962890625 -1.073598703581213e-25
0.01220703125 2.335484209537985e-26
0.012451171875 1.743312652483016e-25
0.0126953125 4.318939303898017e-26
0.012939453125 -1.083716474257867e-25
0.01318359375 2.209691742515062e-26
0.013427734375 1.730204565655817e-25
0.013671875 4.188243908804275e-26
0.013916015625 -1.098657981807199e-25
0.01416015625 2.036132919088355e-26
0.014404296875 1.712371037044777e-25
0.0146484375 4.010833653156818e-26
0.014892578125 -1.118212379951747e-25
0.01513671875 1.817089908822617e-26
0.015380859375 1.690057460742611e-25
0.015625 3.789332136460741e-26
0.015869140625 -1.142100576728908e-25
0.01611328125 1.555518476443832e-26
0.016357421875 1.663575641784327e-25
0.0166015625 3.527016966027644e-26
0.016845703125 -1.169979150238408e-25
0.01708984375 1.255006380300512e-26
0.017333984375 1.633299395241537e-25
0.017578125 3.227773379183727e-26
0.017822265625 -1.20144521920313e-25
0.01806640625 9.19722382095954e-27
0.018310546875 1.59965922325482e-25
0.0185546875 2.89603882149241e-26
