domain units: Hz
measurement data type: std::complex<double>
segment length (sec): 4
sampling rate (Hz): 4096
domain bounds (Hz): [0, 2048.25)
support bounds (Hz): [20, 1024)support indexes: [80, 4096)
---------------
domainValue measuredValue
0 (-0,0)
0.25 (-0,0)
0.5 (-0,0)
0.75 (-0,0)
1 (-0,0)
1.25 (-0,0)
1.5 (-0,0)
1.75 (-0,0)
2 (-0,0)
2.25 (-0,0)
2.5 (-0,0)
2.75 (-0,0)
3 (-0,0)
3.25 (-0,0)
3.5 (-0,0)
3.75 (-0,0)
4 (-0,0)
4.25 (-0,0)
4.5 (-0,0)
4.75 (-0,0)
5 (-0,0)
5.25 (-0,0)
5.5 (-0,0)
5.75 (-0,0)
6 (-0,0)
6.25 (-0,0)
6.5 (-0,0)
6.75 (-0,0)
7 (-0,0)
7.25 (-0,0)
7.5 (-0,0)
7.75 (-0,0)
8 (-0,0)
8.25 (-0,0)
8.5 (-0,0)
8.75 (-0,0)
9 (-0,0)
9.25 (-0,0)
9.5 (-0,0)
9.75 (-0,0)
10 (-0,0)
10.25 (-0,0)
10.5 (-0,0)
10.75 (-0,0)
11 (-0,0)
11.25 (-0,0)
11.5 (-0,0)
11.75 (-0,0)
12 (-0,0)
12.25 (-0,0)
12.5 (-0,0)
12.75 (-0,0)
13 (-0,0)
13.25 (-0,0)
13.5 (-0,0)
13.75 (-0,0)
14 (-0,0)
14.25 (-0,0)
14.5 (-0,0)
14.75 (-0,0)
15 (-0,0)
15.25 (-0,0)
15.5 (-0,0)
15.75 (-0,0)
16 (-0,0)
16.25 (-0,0)
16.5 (-0,0)
16.75 (-0,0)
17 (-0,0)
17.25 (-0,0)
17.5 (-0,0)
17.75 (-0,0)
18 (-0,0)
18.25 (-0,0)
18.5 (-0,0)
18.75 (-0,0)
19 (-0,0)
19.25 (-0,0)
19.5 (-0,0)
19.75 (-0,0)
20 (5.033819844793379e-24,2.299882707392247e-24)
20.25 (-9.611308873767911e-24,3.459597853452051e-24)
20.5 (-3.635444678074237e-24,-3.335540417248338e-24)
20.75 (1.032997671272887e-23,-3.480666722294632e-24)
21 (-1.459169463186183e-23,-2.980935617080113e-24)
21.25 (6.515751440550401e-24,-3.437679080569877e-24)
21.5 (5.140260415686212e-24,2.538219419534124e-24)
21.75 (1.039756471121225e-23,-1.000198662761057e-23)
22 (3.167553689935467e-24,6.957997643652992e-24)
22.25 (-2.91967076590505e-24,1.245193554982124e-23)
22.5 (-4.009758837343451e-24,2.736865274014455e-24)
22.75 (2.125978707984792e-24,1.946727341843724e-24)
23 (-9.526391525423015e-24,2.910141590628252e-24)
23.25 (2.868744875811712e-24,-4.144788246738804e-24)
23.5 (-6.585116916573829e-24,8.459532624828374e-24)
23.75 (-8.521593346632897e-24,-1.423163553133246e-23)
24 (9.682297680452742e-24,-6.581174833116607e-24)
24.25 (-6.273928937478804e-24,2.790139378897452e-24)
24.5 (3.569349731800783e-24,2.754998560526556e-24)
24.75 (-1.038387474604959e-23,3.54003847165524e-24)
25 (7.711811287431052e-24,-1.768658274814341e-23)
25.25 (1.532214229162801e-23,-2.51493293469482e-24)
25.5 (-6.803096621387977e-24,4.74215210275058e-24)
25.75 (4.945503338980159e-24,4.738745966961198e-24)
26 (-2.858686435929012e-24,-8.952089973419407e-24)
26.25 (4.495598262359105e-24,1.167121939185354e-23)
26.5 (4.001498950242184e-24,-1.328125211679277e-23)
26.75 (7.175316623332901e-24,1.868345625779077e-23)
27 (-3.907445570680553e-24,7.320194803673145e-25)
27.25 (1.662785667690181e-24,-4.385524952365691e-25)
27.5 (-4.16609904675356e-24,6.826992072038947e-24)
27.75 (-4.224910823599356e-24,-5.104440694563126e-24)
28 (4.306005177114415e-24,1.037977308605498e-24)
28.25 (-4.136195306712189e-24,5.067187708486324e-24)
28.5 (-3.736316092328783e-24,8.202590738395155e-25)
28.75 (-5.754520017142745e-25,7.536393460135571e-24)
29 (5.662548407877074e-24,-1.25081918153704e-23)
29.25 (-3.611075087167037e-24,1.309203183675289e-23)
29.5 (-1.188699793267352e-24,-1.789309831218325e-25)
29.75 (-1.406992158424686e-23,-4.395751089010344e-24)
30 (-7.587293467938587e-24,3.905929885733248e-24)
30.25 (-1.708979447435373e-24,-3.54261176638864e-24)
30.5 (-3.050289636766029e-24,-1.324881112323058e-23)
30.75 (1.2626800900425e-23,-1.970282457619584e-25)
31 (-5.473248226774963e-24,4.894428789412244e-25)
31.25 (-7.251091304577733e-25,-1.579685279626872e-23)
31.5 (8.432506623221144e-24,4.780593674328531e-25)
31.75 (-1.053295204159291e-23,-8.022079179587442e-25)
32 (1.702834989558364e-23,9.846015750681929e-24)
32.25 (-8.207752401518156e-24,-1.41775847576086e-23)
32.5 (2.49473356068038e-23,6.412575708085369e-24)
32.75 (-5.271576469873979e-24,7.096945362676434e-24)
33 (-1.24383620490439e-24,6.958698310028743e-24)
33.25 (-1.210699417468852e-23,-6.330941333743578e-24)
33.5 (-5.4989259930968e-24,-6.602406896022193e-24)
33.75 (1.385828939220923e-23,1.263836076177704e-23)
34 (-1.949529360120961e-24,-1.596299860274017e-24)
34.25 (-2.60936561335518e-24,2.412416039886104e-24)
34.5 (5.881901349877757e-24,-1.170685125244507e-25)
34.75 (-2.140058636318995e-23,-1.474974461023689e-23)
35 (1.715490491063296e-23,8.456074369965389e-24)
35.25 (-9.744635022863669e-24,-1.988092777104141e-23)
35.5 (1.189708414650725e-23,1.099196174872954e-23)
35.75 (1.65878510363775e-23,5.693303308259459e-25)
36 (-5.79180422085681e-24,1.704435781139643e-23)
36.25 (-3.717734464994473e-24,-1.122101726794504e-23)
36.5 (-6.031815567887406e-25,9.054921680527441e-24)
36.75 (3.351095311501377e-24,-1.247957236072628e-23)
37 (1.115977040136497e-23,2.277718438574594e-23)
37.25 (-3.271158315352434e-23,-6.221277280215811e-24)
37.5 (2.369034365616746e-23,-3.104538012879178e-24)
